element,id,geometry
way,490489613,"LINESTRING (433273.18828448484 4585085.8764605755, 433270.5874151229 4585088.431883294, 433263.1198278081 4585096.172788206)"
way,490489614,"LINESTRING (433287.60914788523 4585070.810225773, 433273.18828448484 4585085.8764605755)"
way,490516006,"LINESTRING (432401.59524917824 4585355.547375269, 432404.6305348503 4585353.909111183, 432419.3373455078 4585348.231442439)"
way,490516009,"LINESTRING (432447.2999730309 4585333.636600507, 432442.715162711 4585336.7104760725, 432440.6270739557 4585337.751430411)"
way,490602018,"LINESTRING (432037.60866244015 4582889.048590147, 432042.4261029658 4582883.884984579, 432048.07800652337 4582877.658784889)"
way,490602020,"LINESTRING (432037.60866244015 4582889.048590147, 432040.6367386697 4582891.884709162, 432042.02002485894 4582894.070091287)"
way,490602021,"LINESTRING (432030.8720444472 4582885.703233062, 432032.7756793534 4582886.318231306)"
way,490602022,"LINESTRING (432011.80596317805 4582896.8739760285, 432013.7059630434 4582892.648168241, 432016.55196409754 4582889.446045388, 432018.8943457433 4582887.814149817, 432019.67517459043 4582887.273885418)"
way,490602023,"LINESTRING (432022.10530008515 4582917.262034894, 432019.88839789084 4582916.228072077, 432017.07734331675 4582914.24484288, 432016.2764871931 4582913.541778318, 432014.9616150796 4582912.410527953)"
way,490602024,"LINESTRING (432014.9616150796 4582912.410527953, 432013.2795803375 4582909.57288783, 432011.68325042375 4582906.068273622, 432011.0181423719 4582901.122653174, 432011.80596317805 4582896.8739760285)"
way,490602025,"LINESTRING (432031.8141210067 4582917.492904715, 432028.3817601122 4582917.9026105, 432026.7114548473 4582918.0959306555, 432025.1454519556 4582917.821953366, 432023.07702370983 4582917.463869004, 432022.10530008515 4582917.262034894)"
way,490602026,"LINESTRING (432042.02002485894 4582894.070091287, 432043.0737332418 4582895.88106954, 432044.17970606976 4582900.589396724, 432043.77160265634 4582905.2120036995, 432042.7033324331 4582908.086557113)"
way,490602027,"LINESTRING (432042.7033324331 4582908.086557113, 432042.0253998005 4582909.791651025, 432038.74538557365 4582913.963782589, 432036.43603100383 4582915.550950665, 432034.86601736676 4582916.631554473, 432031.8141210067 4582917.492904715)"
way,490655487,"LINESTRING (431753.2112340182 4583371.487718416, 431750.87265822105 4583367.290673715, 431724.8459318014 4583326.311111538, 431720.4840995193 4583319.4462609105, 431693.9054181491 4583273.164847065, 431691.4745094092 4583268.9353830675, 431686.5181114548 4583260.199778302)"
way,490731920,"LINESTRING (430398.24645222095 4584599.385284282, 430391.8424892989 4584607.085664617, 430355.03573123115 4584649.30877485, 430352.20027189987 4584652.589209472)"
way,490742435,"LINESTRING (432790.7136992179 4582191.260637741, 432830.9454404244 4582230.580011547, 432839.14732176624 4582238.631217949)"
way,490742436,"LINESTRING (432853.7966384903 4582254.894254779, 432857.4703937847 4582257.036353499, 432866.9923406209 4582265.885860309)"
way,490742437,"LINESTRING (432666.9330020805 4582070.87877235, 432669.236659123 4582073.133436686, 432678.81398605806 4582082.492917601, 432730.8664425574 4582133.12670119, 432734.9595473339 4582137.196732285, 432736.95980466617 4582139.198870097)"
way,490742438,"LINESTRING (432758.7864276206 4582157.560134258, 432762.0001995062 4582160.583575951, 432763.8328163733 4582162.542865616, 432765.43742617173 4582164.260010213)"
way,490742439,"LINESTRING (432490.86950181465 4581875.86437488, 432527.91947040166 4581908.072665603, 432548.02373004134 4581928.114773505)"
way,490742441,"LINESTRING (432436.8267331229 4581834.554966283, 432466.42595321883 4581855.907275819, 432490.86950181465 4581875.86437488)"
way,490742442,"LINESTRING (432378.9912063578 4581796.37902706, 432401.01306793944 4581810.362919167, 432436.8267331229 4581834.554966283)"
way,490742443,"LINESTRING (431917.358182414 4581515.326332178, 431930.30085895996 4581523.121045811, 432005.9968678053 4581568.709090653, 432019.16646411724 4581576.646166792, 432133.401960832 4581643.635558825, 432172.11062018684 4581666.933195012, 432236.38546290447 4581705.835596566, 432378.9912063578 4581796.37902706)"
way,490742444,"LINESTRING (431898.55821875663 4581516.035925696, 431899.13860397955 4581516.396864031, 431917.358182414 4581515.326332178)"
way,490742445,"LINESTRING (431641.36043216375 4581402.477593886, 431643.94537963887 4581399.921767405, 431646.9406924385 4581398.316913525, 431657.64880507 4581392.564583722)"
way,490751787,"LINESTRING (431131.605986032 4582867.817246942, 431126.3484817349 4582874.995274144)"
way,490751792,"LINESTRING (431462.58090198244 4582528.561416628, 431455.68377729435 4582535.710290231, 431451.9047778778 4582539.265650779, 431448.81817204197 4582541.770793672, 431446.95580474875 4582543.764724281)"
way,490751793,"LINESTRING (431737.72422266525 4582287.82987821, 431738.38754178456 4582289.011631019, 431739.0423954968 4582290.18236082, 431738.7428945608 4582292.117075455, 431736.94246359565 4582294.487840314, 431721.44671436347 4582310.222244255, 431702.6465725721 4582329.318684474, 431656.38214923453 4582376.142634946, 431622.0885029348 4582411.129300104, 431615.54109461186 4582418.152582265, 431572.9373404371 4582461.156472575, 431564.9871884736 4582469.25892583, 431534.2108851614 4582501.215036238)"
way,490751794,"LINESTRING (431697.1690368515 4582249.407726354, 431714.0185316644 4582265.5145364655)"
way,490751795,"LINESTRING (431451.6719330173 4582503.172505934, 431451.2280552442 4582502.210758752, 431449.2045247476 4582497.777666535, 431452.1542326526 4582494.940734469, 431458.67501044716 4582488.6614414165, 431471.08247154247 4582476.2421064)"
way,490751796,"LINESTRING (431489.2063643444 4582538.690714564, 431483.3165176441 4582533.88337509, 431471.4091073206 4582522.260303526, 431470.2948317648 4582521.13835456)"
way,490751797,"LINESTRING (431534.2108851614 4582501.215036238, 431510.3987008248 4582525.9996187, 431496.4007808098 4582539.988326025, 431494.05423759273 4582542.064542817, 431492.32882645604 4582540.859547312, 431489.2063643444 4582538.690714564)"
way,491325115,"LINESTRING (430631.65749404277 4580711.782863864, 430656.16441765823 4580709.4499268895, 430737.8257234469 4580701.896399607, 430743.66746004106 4580701.463083334, 430752.28170817153 4580700.603581265, 430840.988912569 4580691.707083447, 430844.49806853244 4580691.351619571, 430850.41656295356 4580691.073096945, 430851.9793874452 4580690.958261983, 430864.46155378193 4580689.651190192, 430873.0023650583 4580688.981280782, 430875.24096055207 4580688.693463539, 430880.8888951042 4580688.106666858, 430889.9655412919 4580687.498284799, 430997.7588278571 4580677.822204925, 430999.42994610255 4580677.6619596165, 431005.63659700373 4580676.903399398, 431007.692177497 4580676.717290764, 431014.5444301309 4580676.130238335, 431024.58723570313 4580675.102025466, 431030.1652272178 4580674.194029211, 431033.7834454291 4580672.99380482, 431037.10897845554 4580671.7963669775, 431043.8059110263 4580668.068720552, 431050.52170707565 4580663.685834366, 431051.71449840546 4580662.475382934, 431054.6468315929 4580659.5052416045, 431056.4071318764 4580657.290138678)"
way,491838000,"LINESTRING (431595.7449319912 4581328.186062674, 431592.74966115615 4581328.025588548, 431591.530777048 4581325.583371554, 431587.2727053901 4581318.329016288, 431579.28565569397 4581304.947805051, 431575.29199103836 4581297.357875588, 431573.110269708 4581292.137945192, 431571.96406406234 4581287.652126433)"
way,491838001,"LINESTRING (431571.96406406234 4581287.652126433, 431589.80324284226 4581317.094920166, 431595.7449319912 4581328.186062674)"
way,492850026,"LINESTRING (431906.16599422 4581872.653468309, 431913.8366871695 4581870.2942022495, 431924.2295102647 4581863.967867781, 431933.86868871737 4581858.414722891)"
way,492850030,"LINESTRING (431749.2540177367 4581630.9114329675, 431747.0847549155 4581627.878590298, 431741.91196030856 4581620.244165258, 431738.87300995016 4581618.096640159)"
way,492850035,"LINESTRING (431687.60817919887 4581542.159044384, 431682.7062359529 4581531.335597399, 431641.14370142185 4581466.376362719, 431625.50992610666 4581441.953318798)"
way,493079381,"LINESTRING (429209.86485387804 4582930.7113201795, 429211.51210904156 4582925.598977418, 429211.73316599795 4582924.264465726, 429211.68411851267 4582920.101347393, 429211.7222343932 4582918.868549973, 429212.2227543272 4582917.042778303, 429213.2776321657 4582915.478059209, 429262.9630434486 4582866.450670942)"
way,493079383,"LINESTRING (429784.60169124085 4582331.122796327, 429754.4892546711 4582361.836657984, 429747.3604899444 4582369.089361247)"
way,493086071,"LINESTRING (429157.5085637364 4581991.749565619, 429178.5283855753 4581989.012605555, 429181.74173403374 4581985.83907231, 429183.6791048744 4581983.866023529, 429194.6325128593 4581972.689369667, 429250.6387187276 4581915.206546977)"
way,493133634,"LINESTRING (432032.3622030351 4583093.500992111, 432032.332027312 4583100.085256926, 432032.77914734115 4583119.222350349)"
way,493185652,"LINESTRING (431697.7955991319 4586874.847535381, 431700.97127036296 4586869.576976919, 431706.6060905009 4586860.141817305)"
way,493189679,"LINESTRING (431178.42145115195 4587784.215407943, 431177.00757487107 4587784.017906914, 431173.72836053267 4587785.34815904, 431098.534966856 4587817.096905694, 431096.8044824485 4587817.868393583)"
way,493189680,"LINESTRING (431054.6423389852 4587792.144977618, 431049.8501845543 4587793.400886515, 431045.0824511 4587793.71281487, 431040.8389181802 4587793.797688895, 431036.5524402803 4587792.883709241, 431031.4145592981 4587791.178439001, 431023.65976212197 4587787.532908631, 431011.2338884387 4587777.69208469, 431009.81787501695 4587776.395444281, 431006.6096415063 4587770.275014304)"
way,493190984,"LINESTRING (431429.8836122372 4587269.703953421, 431421.1189447414 4587258.284412028, 431409.00377393665 4587245.997314838, 431404.4228214977 4587242.254657263, 431401.1489108871 4587238.888209167, 431397.58819351776 4587235.235806483, 431392.5239804955 4587229.876711818, 431384.8628965346 4587221.178066248, 431349.16607999394 4587168.200500642, 431341.19955452334 4587156.384874985, 431329.5734601231 4587136.6765062, 431310.43134408875 4587104.215638535, 431305.818728098 4587097.153565553, 431301.35398925864 4587088.946489104, 431273.1107818589 4587036.997689452, 431268.2816585432 4587027.384022375, 431262.3877700401 4587015.637610445, 431262.10348404746 4587011.221345395)"
way,493190987,"LINESTRING (431532.554267539 4587610.102034506, 431530.54918750655 4587601.294185206, 431522.7240862284 4587570.801897376, 431520.4816948783 4587561.641003974, 431513.4067459985 4587532.72934297, 431511.202011695 4587524.900447702, 431506.1958781572 4587507.116546797, 431502.81505120435 4587504.794742951, 431495.8606474281 4587479.801292127, 431490.7053739865 4587461.274917917, 431471.3839386002 4587385.91361557, 431468.5290732378 4587377.380305382, 431465.6109402027 4587369.225095403)"
way,493200561,"LINESTRING (431245.74045543943 4586571.378943129, 431245.0546546326 4586562.52532767, 431244.3538085941 4586554.726633052, 431244.0339488162 4586550.965781874, 431243.89369348314 4586546.759106929, 431246.10690879327 4586492.988826012, 431245.6523220737 4586470.654067178, 431245.4660687746 4586461.606956049, 431245.0092240459 4586431.999806446, 431245.85367634834 4586402.14713079, 431245.8899910564 4586400.692303122, 431245.95837914816 4586398.215701997, 431245.9551104156 4586393.474786077, 431248.9950511897 4586317.646267372, 431249.2439246848 4586309.5387718575, 431250.09452053305 4586281.207144639, 431250.3840369547 4586247.473729277, 431250.6538714691 4586226.619886599, 431251.4387217832 4586197.522787061, 431251.62262434314 4586194.889648495, 431252.08221854176 4586190.488526792, 431254.3840785375 4586169.770820665, 431260.6146520567 4586135.9587639775, 431265.36568862014 4586117.938011667)"
way,493200562,"LINESTRING (431262.10348404746 4587011.221345395, 431262.0783973795 4587007.701954746, 431261.63308381906 4586988.098411028, 431261.30672551016 4586982.772105673, 431260.9590989214 4586973.448947624, 431260.89018962707 4586971.473280878, 431258.94137337874 4586920.2739850655, 431257.73310399504 4586864.348911718, 431257.6734140971 4586861.584849793, 431257.4691095603 4586851.516435393, 431257.13137263624 4586839.717232351, 431254.9517158029 4586763.349805586, 431254.86704349413 4586757.077456717, 431254.3321502443 4586719.254870287, 431252.3625755937 4586684.343782797, 431251.9198171365 4586676.442707498, 431251.7294122185 4586673.113639349, 431251.30425000016 4586663.546958247, 431248.80200257374 4586606.879204664, 431248.3198656177 4586600.111002825, 431247.92160074983 4586593.375312797)"
way,493336910,"LINESTRING (428564.77557740745 4586449.905792989, 428564.8825499646 4586446.351772946, 428565.32828352106 4586434.789136659, 428565.42012188 4586415.313547549, 428564.35460776224 4586397.958958047, 428562.34690423775 4586382.512286674, 428558.7556969626 4586364.960576407, 428554.50432914693 4586348.259215605, 428548.851880867 4586331.849268531, 428542.8292632069 4586317.730201697, 428538.5886182658 4586308.889675518, 428536.0657023063 4586303.052204381, 428533.95880719373 4586293.646558595, 428532.7331716429 4586282.93315665, 428533.7569300058 4586273.207910844, 428536.94846212724 4586262.128893373, 428535.13585945393 4586257.9831675505)"
way,493515322,"LINESTRING (432302.18486072205 4582791.097751658, 432295.05252603523 4582784.769189514, 432240.0155510731 4582733.122771455, 432236.5909317133 4582729.901680941)"
way,493957280,"LINESTRING (432236.5909317133 4582729.901680941, 432236.30159909406 4582727.572794905, 432235.116322929 4582706.333081154)"
way,493964239,"LINESTRING (430407.59418837714 4581597.817915401, 430406.120829961 4581598.520443252, 430405.37657558103 4581600.259637952, 430398.4351775573 4581620.20043481, 430395.51327294426 4581629.410569894, 430393.66167527146 4581633.392078716, 430390.55154535454 4581640.416760059, 430373.6041899393 4581662.452229387, 430364.0137898377 4581675.601359372, 430356.1154044196 4581686.43594688, 430345.616318887 4581700.737432248, 430339.65919515985 4581709.088541809, 430338.9578787065 4581710.072336453, 430322.13110738015 4581732.439862371, 430312.12066551705 4581746.237072221, 430304.6179023641 4581756.457257682, 430296.5801497378 4581766.69370092, 430295.71386339044 4581767.9122473495, 430293.9978003978 4581770.326975979, 430292.34318117285 4581772.1748675555, 430288.94711214735 4581772.929226692, 430285.42298490397 4581772.541223893)"
way,493964241,"LINESTRING (430285.42298490397 4581772.541223893, 430279.85669277725 4581771.961918074, 430274.96396864846 4581772.730685047, 430271.0983918804 4581773.356336172, 430266.2309668048 4581774.1470713625, 430229.74292998307 4581780.604906733, 430229.39748657646 4581782.939836261)"
way,494021564,"LINESTRING (431308.38101559924 4588147.200889802, 431313.4858581225 4588158.655054153, 431317.1808364898 4588168.568200147, 431320.2407056988 4588178.4651742065, 431322.5738018234 4588183.972284035)"
way,494027487,"LINESTRING (425620.21212280355 4581883.726575544, 425627.9174023522 4581893.062853501, 425630.0870254257 4581895.882960399, 425632.66550173576 4581899.431671736, 425647.05152825883 4581920.946048308, 425663.26779337693 4581945.628244759, 425672.70755818 4581959.399089617, 425692.64201632654 4581987.895959198, 425693.8906709248 4581989.792874989)"
way,496650005,"LINESTRING (433899.49352746963 4583095.70540146, 433905.11185070104 4583100.306190857, 433909.9218689323 4583104.281502115, 433928.20313003403 4583117.726709015, 433935.1352370008 4583123.381402478, 433937.53554474475 4583125.313596438, 433949.95511471725 4583132.2283802545, 433960.0534047446 4583136.710637514, 433976.08141506003 4583145.113643553, 433984.9306713497 4583151.98331483, 433989.7227790654 4583155.836710518, 433993.9626451584 4583159.639628339, 434013.69094092725 4583181.454452104, 434018.5150405658 4583187.905623752, 434025.01359735493 4583195.540644418, 434038.51405167434 4583219.266431489, 434075.20038303436 4583283.761486719, 434100.37450865004 4583328.065597305, 434124.3447493841 4583370.559888063, 434140.62962149625 4583399.012518012, 434173.6454754131 4583457.212853099, 434185.3109395717 4583477.824601276, 434201.7032249805 4583500.669486873, 434219.73791103414 4583522.111642704, 434224.7322874979 4583526.185406608, 434230.5211593152 4583528.453309026, 434234.84777674626 4583529.879581766)"
way,497784576,"LINESTRING (433147.9553907931 4582539.269714903, 433049.0558076208 4582639.0645786505, 433046.1404261729 4582642.055971054)"
way,497952258,"LINESTRING (427716.836512458 4580791.072183538, 427722.3697618067 4580799.977076874, 427724.4271008256 4580805.008399322, 427725.17289245897 4580806.832947719, 427744.9522376996 4580830.362724707, 427746.91808523715 4580832.930112508, 427749.3980173386 4580835.8920820365)"
way,497952261,"LINESTRING (427808.4959763725 4580912.690694168, 427885.67839839624 4580989.987083051, 427893.7843046292 4580996.090769416)"
way,498269276,"LINESTRING (429202.50012234726 4582952.200850377, 429204.9638217088 4582945.08199843, 429205.232861234 4582944.37988435, 429206.6647013751 4582940.324423848, 429207.4270920896 4582937.918739994)"
way,498919127,"LINESTRING (430886.46813758183 4580702.242883586, 430892.9959150445 4580707.099196677, 430924.7267746711 4580730.012750532, 430931.82642375457 4580735.2078354815, 430972.58250133565 4580764.441929884, 430998.49189056345 4580782.936801533, 431006.10682082886 4580788.682193336, 431012.5737756247 4580794.194257189, 431016.4291558557 4580798.58759079, 431031.45083008043 4580821.605135698, 431042.37646779866 4580840.43150208, 431039.7316130238 4580842.843774271)"
way,498919128,"LINESTRING (431002.8012677044 4580795.486385311, 430995.05604476377 4580789.23150733, 430970.0428054451 4580771.749573478, 430958.65970681404 4580763.752928388, 430924.2276432319 4580737.312066937, 430920.4035009064 4580734.450673782, 430901.50852768053 4580721.0187091)"
way,499395226,"LINESTRING (432060.7165618185 4579876.807496583, 432061.01318805607 4579873.65152809)"
way,499522253,"LINESTRING (432224.57300769386 4585925.29260882, 432219.4419413051 4585926.2066934435, 432216.85126057256 4585923.5329605425, 432202.277588435 4585908.491852084, 432191.9867525031 4585898.340317177, 432173.52452168206 4585880.371234679, 432162.6998641493 4585869.447542029, 432156.82684000407 4585863.429325245, 432153.29123853514 4585859.809625597, 432140.640255416 4585847.526331119, 432125.41235822334 4585833.157680466, 432123.45855219406 4585831.566088745, 432121.1088657878 4585829.645124495, 432102.49084461306 4585812.032971188, 432090.3658195726 4585800.599748951, 432081.860932731 4585792.885343059, 432074.94840583607 4585792.772577387, 432071.2033205081 4585792.663393754, 432062.9537463226 4585792.563190403)"
way,499525340,"LINESTRING (429437.05029640364 4586889.540234243, 429434.0661007925 4586892.000898368, 429415.60755629104 4586907.425385964, 429368.49406067096 4586946.601376376, 429342.436293562 4586968.473379697, 429335.644333157 4586974.613062253, 429322.82130667835 4586988.650389482, 429309.5659125083 4587008.8874380365, 429298.8939636699 4587030.975669141, 429289.6730509063 4587051.906125186, 429272.49647100316 4587091.5452101035, 429261.3500696485 4587118.068240813, 429249.2197126468 4587145.64459776, 429240.20819108014 4587166.595285067, 429232.1470841088 4587183.051074098, 429224.6668667857 4587191.407100624)"
way,499559189,"LINESTRING (426067.08660115686 4583953.577717639, 426056.81772377377 4583955.7144354945, 426022.24306893314 4583963.151345606, 425993.8885132694 4583965.728324542, 425988.6957681263 4583964.771021823, 425987.49113239406 4583970.412585672)"
way,499561285,"LINESTRING (430783.3057547555 4579444.899899948, 430773.84317230916 4579428.902257641, 430745.5333056253 4579380.331311719, 430719.0695773382 4579335.917490678, 430707.52918738313 4579316.098210333)"
way,499563625,"LINESTRING (431874.7026369093 4583645.483530389, 431897.050335699 4583622.590202845, 431905.40329321934 4583613.862532535, 431909.6248350722 4583612.956814938)"
way,499563629,"LINESTRING (431578.4667792094 4582823.47882421, 431572.35959673516 4582795.635064355)"
way,499563631,"LINESTRING (431557.1192744994 4582628.536905298, 431544.64047332865 4582641.356475015, 431541.1211782676 4582644.964849832, 431538.73631909187 4582647.407808929)"
way,499564888,"LINESTRING (427887.1066453123 4580192.860120195, 427864.5284405687 4580184.046969292, 427859.89435774565 4580179.796250255)"
way,499564890,"LINESTRING (428053.9061159751 4580303.941859286, 428055.87710279535 4580301.968183993)"
way,499564891,"LINESTRING (427980.2358959358 4580241.420043734, 427982.915736059 4580243.447461288, 428044.3998729781 4580295.8533601435, 428045.1000581452 4580296.457070741)"
way,499564894,"LINESTRING (428243.9319286338 4580462.917425891, 428245.41289369535 4580463.824307979, 428246.89396827633 4580464.742292197, 428257.13318185584 4580470.880784065, 428265.2093127789 4580475.641728506, 428272.362896405 4580480.145340464, 428278.6918713497 4580484.146384078, 428281.40829895576 4580485.662812679, 428287.0924561385 4580489.581419946, 428301.3367890226 4580495.624836014, 428303.4261314999 4580496.31475672)"
way,501287209,"LINESTRING (427969.87736198725 4581928.925161228, 427971.01471385243 4581929.779884651, 428055.95002357184 4581995.83128749, 428058.57838222734 4581997.7926170295)"
way,501287210,"LINESTRING (427977.5155077102 4581899.85942389, 427976.6189362979 4581901.356131655, 427975.9047904055 4581903.539409132, 427962.5064080561 4581918.417329364, 427959.992127271 4581921.206963068)"
way,501287211,"LINESTRING (428009.1110220868 4581888.497987817, 428010.9723721716 4581889.001332484, 428013.80041157425 4581889.173087683, 428060.8164711665 4581889.705388078, 428069.4721986617 4581889.81930542, 428120.3787981107 4581890.579840059, 428134.8552810528 4581890.780430852, 428141.2417320957 4581890.572750882, 428147.3539184113 4581890.534340564)"
way,501287212,"LINESTRING (427447.8035891032 4581747.8374344995, 427450.2008059561 4581748.401888973, 427471.3087888408 4581755.285369335, 427531.90132720955 4581777.095994093, 427558.22936724767 4581785.881639657, 427562.09721392783 4581787.17532633)"
way,501455456,"LINESTRING (432308.0267639801 4585275.670761626, 432299.7851015138 4585267.542830099, 432241.1429097662 4585209.157575802, 432233.25760957086 4585201.614833443)"
way,505292398,"LINESTRING (432985.40745014185 4583862.727305679, 432986.2664800278 4583864.3181612985, 433024.0595247123 4583924.8563439185, 433033.30859066313 4583939.70408821, 433048.3330099635 4583963.491722245)"
way,506457180,"LINESTRING (430591.094218028 4583443.476096739, 430589.08270592074 4583445.560513479, 430534.61732791556 4583502.2411754085, 430530.8130399841 4583505.675153429, 430518.6589992223 4583516.272886499)"
way,506457575,"LINESTRING (430125.6968854377 4583873.892471885, 430139.6392982276 4583859.890405049, 430198.7580288162 4583799.164708864, 430208.9075619118 4583788.852202799)"
way,508645238,"LINESTRING (433272.81520473835 4587426.782912623, 433276.96545770334 4587421.093263127, 433278.85541225015 4587414.025504747, 433280.2151190798 4587408.350497274, 433281.7290868412 4587404.905744385)"
way,508645256,"LINESTRING (433270.9501519626 4587442.888181446, 433275.0494459321 4587443.449917825, 433282.5511167398 4587444.2023284305, 433285.79314280796 4587446.937038742)"
way,508722402,"LINESTRING (432824.8791549641 4587415.407450336, 432830.1805473328 4587414.947408573, 432842.649412029 4587414.331993491, 432909.1194313945 4587410.151093614, 432949.2174187788 4587407.503169702, 432988.1041069994 4587404.877794064, 432996.0633275979 4587404.504278908, 433000.45654558664 4587404.319244704, 433003.9893358322 4587404.153285925, 433029.596522433 4587403.027907959, 433047.4885946665 4587403.372996175, 433056.9273852059 4587403.974008467, 433065.6752023861 4587404.8478965135, 433219.0232296844 4587426.757543511, 433229.9937354417 4587429.465287253, 433230.8898336204 4587429.690175258)"
way,511299257,"LINESTRING (430990.2383385777 4583977.08543517, 430988.4137195925 4583978.601715092, 430988.2621010682 4583980.235284419, 430988.5631255499 4583991.646182248)"
way,511558515,"LINESTRING (430940.20820203156 4584765.856846633, 430937.263349741 4584769.082577089)"
way,511964806,"LINESTRING (434742.832948504 4584701.4335456295, 434744.25286786567 4584701.320820706, 434746.8117450288 4584701.453193171, 434749.3317352715 4584701.907897586, 434751.77104944974 4584702.685310567, 434754.0878984572 4584703.785808677, 434756.2484507684 4584705.165285603, 434758.20255967893 4584706.824193155, 434759.9246515772 4584708.707247758, 434761.3812954769 4584710.814750534, 434761.9002230675 4584711.820426599, 434762.54681793234 4584713.080316032, 434763.4127613508 4584715.492917562, 434763.78755190014 4584717.199367635)"
way,511986295,"LINESTRING (434636.6708260926 4584677.199129544, 434691.86420430476 4584695.064981306, 434694.2533807034 4584695.842827404, 434696.2822710562 4584696.523999425, 434715.39816267346 4584703.024348603, 434718.33259069675 4584704.019340808)"
way,511986296,"LINESTRING (434711.69411761535 4584717.71342156, 434692.236294028 4584711.293886976, 434690.2578543804 4584710.645569323, 434637.3397715775 4584693.891670877, 434595.80522577 4584680.788036794, 434501.7325398525 4584650.517481058, 434405.9979435162 4584620.496349518, 434400.774596819 4584618.733925635)"
way,511995759,"LINESTRING (434405.44325122685 4584604.480055081, 434410.1129751215 4584606.025442745, 434506.0216504693 4584635.867412134, 434600.45339005505 4584666.079268758, 434636.6708260926 4584677.199129544)"
way,512173625,"LINESTRING (428571.95930417906 4577429.902027752, 428577.921445037 4577442.289633215, 428587.7069763633 4577461.445659506, 428596.6636589725 4577480.554340895, 428628.37010001414 4577556.65220524)"
way,512759846,"LINESTRING (425848.36049305124 4583358.758512943, 425869.2875098512 4583394.806842253, 425878.9278875848 4583424.308906336, 425882.3187862688 4583440.31811279, 425881.5554405634 4583449.052924819, 425880.5006253434 4583461.166048377, 425879.1631701436 4583469.351584302, 425876.87816237565 4583477.2581397, 425872.66533050186 4583487.1274632905, 425862.163079747 4583506.543183058, 425860.94659307314 4583508.5763928415, 425857.4544856119 4583514.530072845, 425855.28165920207 4583521.958056611, 425854.4072392707 4583531.271369721, 425854.0407075043 4583537.115329674, 425855.0595874673 4583543.544669981, 425860.1463683344 4583562.700876663, 425862.52664215135 4583570.637398988, 425866.02397371735 4583578.262703997, 425873.5131331668 4583591.187718418, 425875.62370871403 4583594.830122939, 425888.24180079915 4583610.622758233, 425899.9327225945 4583625.680997229, 425904.1673905182 4583635.108572961, 425911.3871916379 4583655.220057774, 425912.7876646311 4583663.000074504, 425914.6130828817 4583666.556582853, 425916.2952814209 4583668.371377113, 425920.1528847745 4583670.363772094)"
way,512820172,"LINESTRING (434727.3864300057 4584734.792318479, 434724.9328648191 4584737.068306376, 434721.6504368326 4584740.117861229)"
way,512820195,"LINESTRING (434706.6963286088 4584766.88829532, 434627.4988618651 4584847.198924457)"
way,512820446,"LINESTRING (434699.57838918606 4584758.925191738, 434703.17964795604 4584756.938617291, 434706.1237543475 4584755.302158231)"
way,512821644,"LINESTRING (434706.1237543475 4584755.302158231, 434707.2883007373 4584761.165024492, 434706.6963286088 4584766.88829532)"
way,514738325,"LINESTRING (431200.3176715793 4583568.732126304, 431202.11472556164 4583566.938594044, 431246.0402673926 4583522.320896603, 431247.69629232044 4583520.639743917, 431251.18897923554 4583516.931535944, 431255.44053516525 4583516.546986591, 431267.21552859806 4583503.777948564, 431271.5981374992 4583499.583881292, 431278.7800033117 4583490.844385533, 431278.8693249563 4583487.923483727, 431282.7875211615 4583484.122431087, 431343.9620861863 4583422.887258042, 431357.7277583291 4583411.953682076, 431363.18970358884 4583405.19578435, 431378.2134583322 4583386.744790431, 431400.7560750857 4583364.2033693, 431440.4928993888 4583323.712448037, 431449.72389037407 4583314.14322564, 431451.4546149081 4583312.394797932, 431454.34420522914 4583309.4251906425, 431456.3480609609 4583307.385504744, 431464.50392456265 4583299.047792238, 431470.6229245098 4583292.794494333)"
way,516619425,"LINESTRING (431667.93649234425 4587877.468168082, 431743.22403829184 4587961.739011134, 431745.6728014328 4587964.480528356)"
way,516619427,"LINESTRING (431763.15943494474 4587983.967692292, 431773.5275163876 4587995.46132644, 431856.3309622189 4588087.6232030615, 431925.70734032505 4588164.779094784, 431956.4462419009 4588198.786727864, 431959.2922671885 4588199.370608598, 431962.49143918697 4588197.530729191, 431963.81696918164 4588196.341346845, 431964.4301340195 4588195.80263709)"
way,521209877,"LINESTRING (431086.29513976513 4583686.21885989, 431097.1663334717 4583675.1679737605, 431125.8730837607 4583646.094022501, 431153.3646235223 4583616.676452531, 431157.90180392517 4583612.047831189, 431159.8250669648 4583610.341911032, 431171.8000160351 4583598.414626564, 431174.24919344287 4583595.748864763, 431178.12104903406 4583591.481872178, 431180.521975645 4583589.016422898)"
way,525667366,"LINESTRING (431734.8991226605 4582259.544279378, 431734.16078069096 4582260.161892391, 431732.534861291 4582261.531758893, 431731.1108528205 4582263.032957063, 431730.0690272117 4582264.275188895)"
way,532631876,"LINESTRING (429955.09981358005 4581782.96601276, 430032.50936807995 4581704.44244222, 430037.38871798076 4581699.6877082465)"
