element,id,osmid,health_care,culture,tourism,recreation,sport,economic_retail,industrial,green,civic,worship,education,superpois,geometry
relation,9035642,"('relation', 9035642)",0,0,0,0,0,0,1,0,0,0,0,0,"POLYGON ((429659.7736943711 4578310.897990133, 429662.86893545266 4578316.9190181205, 429676.8857633346 4578309.5440695025, 429688.3055841456 4578303.526660928, 429679.0680699422 4578286.118149162, 429673.7070112431 4578288.8681108635, 429665.0244835229 4578293.326809253, 429666.21897477587 4578295.724541129, 429668.9661524234 4578294.3211536165, 429671.6496362399 4578299.2914087325, 429666.84679935535 4578301.802804213, 429664.8381012135 4578302.577273513, 429661.0703766075 4578295.363660105, 429653.73635517014 4578299.120920699, 429655.2030581917 4578301.982329813, 429658.1703523402 4578307.749231589, 429659.33019859926 4578310.025167217, 429659.7736943711 4578310.897990133), (429676.9565011399 4578292.678186147, 429677.54521824775 4578293.860481436, 429676.5792644096 4578294.325062063, 429675.688167228 4578294.744505777, 429675.0493661328 4578293.573799023, 429675.94861339533 4578293.132070563, 429676.9565011399 4578292.678186147))"
relation,9035672,"('relation', 9035672)",0,0,0,0,0,0,0,0,0,0,1,0,"POLYGON ((428220.5510949845 4578759.8970694, 428230.98584886093 4578766.111347455, 428235.2683128344 4578762.660385265, 428235.31950576755 4578761.915985301, 428236.3166800918 4578761.239945218, 428236.59064460534 4578760.182460171, 428237.413917869 4578759.685787139, 428237.9281080385 4578755.006384191, 428242.75097682606 4578752.060812448, 428242.82221219153 4578750.805481503, 428244.18823967024 4578748.515874696, 428245.79901851737 4578742.215704868, 428250.28289863985 4578739.673196103, 428250.07615789445 4578736.533124656, 428253.12910470355 4578734.793078729, 428253.07884279813 4578733.094834433, 428254.5269502366 4578732.33661603, 428254.64288538834 4578730.525698835, 428258.3952900933 4578728.456752444, 428258.4152074138 4578723.70452051, 428254.39467090816 4578721.501508331, 428251.3807962526 4578722.963594894, 428250.40881928516 4578723.65048633, 428246.6156663249 4578721.600669373, 428242.8214374562 4578723.670035628, 428239.11941585015 4578721.530497823, 428235.29194967286 4578723.622402693, 428231.6238241878 4578721.526944812, 428227.32077751815 4578723.745691715, 428227.5344343808 4578728.428995451, 428229.0154191025 4578729.30257087, 428229.03872478486 4578730.812332798, 428225.6110162728 4578732.722640933, 428225.8529694719 4578736.88382901, 428221.9437356367 4578739.165299504, 428218.2243266498 4578736.959327104, 428214.36484405573 4578739.195897792, 428210.72148456814 4578737.066896679, 428206.8446154154 4578739.237026196, 428203.0667584166 4578737.042742913, 428198.89238779957 4578739.582217079, 428199.02043727104 4578744.066516021, 428202.79785235145 4578746.216389991, 428202.7719642916 4578747.826564971, 428204.3706038901 4578748.754485097, 428204.28682182624 4578750.431850498, 428210.5721937651 4578754.100203558, 428212.1200100238 4578753.274372197, 428214.56853854377 4578754.704615122, 428216.9302741176 4578753.28227585, 428220.4975721407 4578755.334312473, 428220.5510949845 4578759.8970694), (428237.27943576465 4578741.8669849625, 428238.7262216982 4578740.975541757, 428240.1318100594 4578741.83876249, 428240.0975489369 4578743.4490199825, 428238.71768119326 4578744.33980081, 428237.21193604206 4578743.499777139, 428237.27943576465 4578741.8669849625), (428230.13510651304 4578746.079055299, 428231.5235573454 4578745.210393646, 428232.9365218311 4578745.973614021, 428232.92779595463 4578747.628030466, 428231.47286704765 4578748.541761234, 428230.1344164274 4578747.700083583, 428230.13510651304 4578746.079055299), (428224.7391524238 4578748.597294253, 428225.6458537859 4578748.077588502, 428227.5553035018 4578749.135672479, 428227.7649102545 4578752.564390256, 428226.184292443 4578753.457160164, 428224.9255192469 4578753.058810453, 428224.7391524238 4578748.597294253), (428229.81178858207 4578755.67514888, 428231.3001747043 4578754.761086658, 428232.2843396385 4578755.306492316, 428231.95797447057 4578756.98625771, 428230.9764307951 4578757.551114843, 428229.81178858207 4578755.67514888))"
relation,9036234,"('relation', 9036234)",0,0,0,0,0,0,0,0,0,0,1,0,"POLYGON ((425655.9025039422 4583277.802878321, 425673.3350891711 4583295.832964942, 425680.52473212034 4583289.286099929, 425675.9093894329 4583284.359293496, 425678.7244012221 4583281.676774455, 425683.42254143767 4583286.525011635, 425690.5188809743 4583279.845877811, 425646.33971546346 4583233.977351183, 425641.52116742305 4583238.579075435, 425639.8946941787 4583241.393745279, 425643.8419311498 4583245.572380951, 425641.2283451283 4583248.330566705, 425643.10525699105 4583250.365362198, 425645.8611836649 4583247.62792189, 425654.75164105726 4583256.907634302, 425651.8684978557 4583259.468728311, 425653.93858544086 4583261.590367895, 425656.6954233856 4583258.941746758, 425665.8725847354 4583268.462796576, 425655.9025039422 4583277.802878321), (425665.10040964244 4583273.056284815, 425667.89182469534 4583270.518343565, 425676.8060515044 4583279.675704475, 425673.88202386256 4583282.326033879, 425665.10040964244 4583273.056284815))"
relation,9038109,"('relation', 9038109)",0,0,0,0,0,0,1,0,0,0,0,0,"POLYGON ((433395.25960416434 4586556.133790222, 433410.29883520526 4586579.500090931, 433428.6475916584 4586567.506691498, 433423.95247466315 4586560.3663503025, 433453.2229124276 4586541.088975323, 433431.4879804665 4586508.391180636, 433393.1375536942 4586533.492403997, 433404.20794267714 4586550.544400812, 433395.25960416434 4586556.133790222), (433422.35429409984 4586542.882962615, 433420.07028121635 4586544.402866388, 433418.7305733274 4586542.294550751, 433421.0229422763 4586540.7745696725, 433422.35429409984 4586542.882962615))"
relation,9041937,"('relation', 9041937)",0,0,0,0,0,0,1,0,0,0,0,0,"POLYGON ((433702.0942597628 4586671.727352726, 433705.50017823034 4586669.531086535, 433706.19499437057 4586670.579489797, 433702.822905165 4586672.8198570395, 433704.93262323376 4586675.987040394, 433708.33752319415 4586673.679756383, 433709.06626918144 4586674.783363227, 433712.3549060213 4586672.5548664015, 433711.6675309506 4586671.4064687835, 433714.7651123968 4586669.301855006, 433715.535635337 4586670.4050797075, 433735.4585687741 4586656.910258386, 433732.59484472877 4586652.6174828615, 433727.4786560149 4586656.0285098795, 433727.1489260626 4586655.609622326, 433726.1775337782 4586656.295794419, 433724.1356809054 4586653.23901177, 433730.2732950413 4586649.130249607, 433720.8368778615 4586635.204905667, 433710.13337181887 4586618.88186649, 433700.1045832029 4586616.91973953, 433690.5596966131 4586623.080473332, 433675.9480649942 4586632.574110445, 433702.0942597628 4586671.727352726), (433712.756578457 4586666.233667358, 433709.63352280355 4586668.29410401, 433708.96306138637 4586667.167757349, 433712.0696097753 4586665.129677355, 433712.756578457 4586666.233667358))"
relation,9049868,"('relation', 9049868)",0,0,1,0,0,0,0,0,0,0,0,0,"POLYGON ((425895.40449871076 4581068.254748979, 425893.9035511147 4581047.418643595, 425858.19485789054 4581049.993355985, 425859.69602157816 4581070.8405572465, 425870.66850972286 4581070.051034401, 425870.20070029265 4581063.560557944, 425868.303641157 4581063.690992237, 425868.02037329203 4581059.707908775, 425873.70296479925 4581059.294489036, 425873.8686250282 4581061.591117894, 425878.25599907315 4581061.279773271, 425878.84976677597 4581069.456619473, 425895.40449871076 4581068.254748979), (425877.87840261974 4581055.432348528, 425887.7143508725 4581054.7210940225, 425888.0560680501 4581059.514100017, 425878.2284883885 4581060.2252686275, 425877.87840261974 4581055.432348528))"
relation,9049975,"('relation', 9049975)",0,0,0,0,0,0,1,0,0,0,0,0,"POLYGON ((426245.29424284864 4581064.197053146, 426249.84490118513 4581068.425397981, 426254.07474527997 4581072.357229083, 426258.54934405105 4581076.508632163, 426259.6553933625 4581077.541060056, 426260.978866013 4581076.106410543, 426263.2039781866 4581073.6966269845, 426264.47773160395 4581072.306895996, 426266.27264894405 4581070.356713159, 426268.2661112136 4581068.193553952, 426275.99181997334 4581059.809919053, 426276.8686022773 4581058.857245411, 426280.10283369693 4581055.349108738, 426293.1376523079 4581041.071315926, 426261.7110483294 4581011.623859789, 426263.4210036376 4581009.54130524, 426274.597627969 4581019.764491751, 426283.6712958689 4581009.879353751, 426286.4257424909 4581006.886838533, 426315.7726359231 4580974.911574874, 426305.97835439595 4580965.7512599705, 426293.79540988256 4580979.9315369185, 426293.5002496699 4580979.690272744, 426295.61172710604 4580976.793124338, 426294.31254756305 4580975.684933988, 426303.9478251253 4580964.273002511, 426304.3618711929 4580963.869084622, 426306.7360675142 4580962.956704204, 426314.9646101741 4580970.289841592, 426321.6571113417 4580976.250728894, 426278.63233360735 4581023.420747383, 426295.16401470726 4581038.852315018, 426295.4535274099 4581038.538486893, 426300.34157294955 4581033.181547051, 426303.79878246924 4581029.393579298, 426306.11455219844 4581026.849651967, 426307.3715979417 4581025.460098887, 426307.60325411207 4581025.213477531, 426310.10096160485 4581022.46784772, 426319.3803410124 4581012.247574015, 426324.1276199761 4581007.025318255, 426327.1546495388 4581003.696958163, 426331.17419468873 4580999.281520446, 426335.11091301835 4580994.944647912, 426338.9154210778 4580990.7645632755, 426341.0740268718 4580988.388790074, 426342.8603980816 4580986.416508291, 426326.57369151275 4580971.226608409, 426319.7601690433 4580964.878342156, 426313.8499688961 4580959.3647255525, 426309.6115062037 4580955.410741152, 426305.6854886713 4580951.753363022, 426299.3193044793 4580945.811377581, 426294.60928891203 4580951.410771394, 426291.5765988491 4580955.005674056, 426231.53002891 4581026.5203301115, 426225.0189875043 4581034.280982772, 426221.9951814914 4581037.920238182, 426219.8223913603 4581040.540458629, 426228.12167783966 4581048.250280106, 426245.29424284864 4581064.197053146), (426283.9485183026 4580991.090266493, 426281.9398860452 4580993.40901675, 426279.9411140789 4580991.763898076, 426282.0828633857 4580989.377175314, 426283.9485183026 4580991.090266493))"
relation,9050116,"('relation', 9050116)",0,0,0,0,0,0,0,0,0,1,0,0,"POLYGON ((425912.92534038477 4584169.942186777, 425918.0348663748 4584152.15831117, 425917.77507051866 4584152.094350976, 425919.0221858378 4584148.162209145, 425914.0419966015 4584146.725355927, 425915.08525937813 4584143.294937205, 425918.04513716174 4584144.175102991, 425918.16676664306 4584143.807457391, 425922.37558658567 4584145.019041119, 425922.6993645116 4584143.9831435485, 425927.8729357991 4584145.529054968, 425928.8657133213 4584142.06584569, 425934.6927266714 4584143.749416921, 425936.8462309289 4584142.617081644, 425937.6534668975 4584139.810852368, 425936.4119971939 4584137.758381791, 425934.91906622204 4584137.2740156455, 425936.3918975874 4584131.707417946, 425932.1495247476 4584130.48506615, 425932.3592378753 4584129.7390155895, 425933.39796925645 4584125.864523687, 425927.7876959532 4584124.123220548, 425926.5823640972 4584128.054933041, 425926.33955803316 4584128.83463153, 425922.61677505804 4584127.740206311, 425922.73795073543 4584127.3281531995, 425909.977264831 4584123.650369275, 425906.6159860532 4584135.0098909605, 425907.2280912362 4584135.192379194, 425905.68591518677 4584140.515425612, 425908.9559700941 4584141.481238059, 425907.8460688517 4584144.934545769, 425902.84870348556 4584143.4534636615, 425901.8271627176 4584147.372196822, 425901.4666096838 4584147.264856103, 425896.3327264696 4584165.115611809, 425896.7268263755 4584165.233711978, 425895.64553292084 4584169.030924139, 425911.4575033745 4584173.543496612, 425912.49780699564 4584169.824427849, 425912.92534038477 4584169.942186777), (425924.7974336058 4584133.347149296, 425925.8875657397 4584133.680191393, 425924.9436902075 4584137.020767031, 425923.89614632423 4584136.765010813, 425924.7974336058 4584133.347149296), (425913.02145412687 4584136.854071445, 425915.3340919391 4584137.385561025, 425914.8172071457 4584139.156237068, 425912.4695452765 4584138.469663151, 425913.02145412687 4584136.854071445))"
relation,9050172,"('relation', 9050172)",0,0,0,0,0,1,0,0,0,0,0,0,"POLYGON ((426563.7692964565 4581750.514369697, 426565.5598363042 4581745.666418627, 426562.42056050437 4581744.499111036, 426564.5615232812 4581738.748265362, 426569.3805677708 4581725.786640361, 426540.90935795964 4581715.26090531, 426541.45471046044 4581713.7897807425, 426536.0974447987 4581711.601288418, 426528.1003888103 4581708.851107327, 426527.50464544026 4581710.300537898, 426527.110199269 4581710.160198535, 426511.44939333235 4581752.366074839, 426553.6862220872 4581768.003864448, 426560.6216611344 4581749.34714764, 426563.7692964565 4581750.514369697), (426547.6553962163 4581734.012099766, 426542.59219782404 4581747.631292547, 426533.16610931314 4581744.14059018, 426538.22093149344 4581730.5214754585, 426547.6553962163 4581734.012099766))"
relation,9050189,"('relation', 9050189)",0,1,1,1,0,0,0,0,0,0,0,0,"POLYGON ((426985.0620427603 4581605.271173171, 426962.15956642915 4581593.0111281555, 426955.76438780513 4581604.822545783, 426978.7076390578 4581616.982232482, 426985.0620427603 4581605.271173171), (426962.74542182946 4581598.867597354, 426968.9587770533 4581602.202485448, 426967.4566043968 4581604.993370721, 426961.2433627041 4581601.669585776, 426962.74542182946 4581598.867597354), (426971.04416559 4581603.3472810965, 426977.2575130598 4581606.68217623, 426975.75545011414 4581609.4841616275, 426969.5338547238 4581606.160453914, 426971.04416559 4581603.3472810965))"
relation,9052703,"('relation', 9052703)",0,0,0,0,0,0,0,0,0,0,1,0,"POLYGON ((426213.5703414099 4583669.533158916, 426219.32181728305 4583676.0808685105, 426220.82315862284 4583674.921958356, 426224.4129868533 4583679.359911438, 426231.4651421846 4583673.259114424, 426233.81068794325 4583676.188630554, 426233.089555816 4583676.795540933, 426233.7664239837 4583677.588065057, 426234.45411980693 4583676.981495345, 426237.3719245992 4583680.282686745, 426243.2592557781 4583675.548338018, 426240.14862776035 4583672.193593125, 426241.11917624116 4583671.450906473, 426240.3257335946 4583670.703981252, 426239.6137510277 4583671.388519064, 426237.59116619546 4583668.977554442, 426238.5886014437 4583668.412242294, 426237.8701637592 4583667.642347244, 426237.2336389947 4583668.348322752, 426234.93124470016 4583665.551602493, 426260.6857467117 4583643.960354505, 426264.4506537328 4583648.3521320205, 426283.65471429814 4583632.867725967, 426284.7845553422 4583633.811086259, 426286.261060908 4583631.853023998, 426292.1118979817 4583636.667704233, 426295.58238452615 4583631.846969826, 426297.4785536205 4583633.33768448, 426276.98327892914 4583660.770969205, 426285.280040913 4583666.882005016, 426299.18328753463 4583648.05407036, 426300.8158001217 4583649.103347533, 426303.8909241382 4583644.863998904, 426301.49840839114 4583643.067448901, 426308.68384002574 4583633.623358012, 426311.2492956041 4583630.233030476, 426319.49896143016 4583619.390241685, 426322.390203748 4583621.72577242, 426325.3319440893 4583618.342724814, 426327.1716294163 4583620.033876527, 426324.2711198421 4583623.360988706, 426327.41539177566 4583625.916007871, 426330.2604372112 4583622.889243273, 426336.9609413869 4583629.04988623, 426341.82552417344 4583621.561367352, 426342.8613761045 4583622.3058378585, 426347.97583704686 4583615.547582417, 426349.33204629336 4583616.555268529, 426348.9956555671 4583614.715585294, 426345.05851663044 4583610.647504785, 426343.6547389582 4583612.360547919, 426341.5892458659 4583610.660585864, 426342.36111595656 4583609.287060916, 426337.68056588725 4583606.925310956, 426327.9419279267 4583609.467048823, 426322.5459822396 4583614.851405578, 426317.53207997966 4583610.949737553, 426310.18404767825 4583605.239822746, 426303.43447518314 4583600.012358519, 426288.6319475451 4583618.3831070885, 426295.59919074096 4583623.641651199, 426292.4131334425 4583627.6600714065, 426285.6484319608 4583622.5882203225, 426284.1636784682 4583624.55746964, 426282.51432669314 4583623.497264453, 426281.32044435805 4583624.475382656, 426274.6409993565 4583616.282718939, 426266.29794680484 4583622.874045877, 426239.0225474924 4583591.186155137, 426232.8883318378 4583596.311626541, 426230.60878801305 4583598.222364923, 426224.73179531854 4583603.156471534, 426231.4932045089 4583611.181710048, 426211.6397950589 4583627.749866968, 426216.2215820117 4583633.543383183, 426236.51124372927 4583617.126237415, 426252.1749702133 4583635.71974125, 426248.1986628231 4583639.302107904, 426245.6532842644 4583636.452343727, 426245.0251150294 4583637.158233337, 426247.46780980536 4583639.775879187, 426243.9951934699 4583642.742450966, 426241.6200497404 4583640.190736491, 426241.02328224713 4583640.69645184, 426243.26513260213 4583643.293935926, 426239.7414603967 4583646.172205511, 426237.40009190614 4583643.653457499, 426236.7960967425 4583644.270277275, 426239.0606501647 4583646.634364909, 426235.52082848863 4583649.5683163535, 426233.2132352467 4583647.082534757, 426232.66605806793 4583647.532230448, 426234.90813562466 4583650.151915772, 426231.3354464336 4583653.141719381, 426230.29562861315 4583652.00869848, 426229.6079306876 4583652.615268536, 426230.6209748123 4583653.582016423, 426227.072687754 4583656.50495538, 426224.79513693106 4583653.685779035, 426225.40850731253 4583653.168790094, 426224.7154833469 4583652.4319465235, 426224.06935519294 4583653.015887521, 426222.1219920623 4583650.604160696, 426222.84278665547 4583649.963943596, 426222.2840732953 4583649.2812471, 426221.68855208484 4583649.90908489, 426218.9036821124 4583646.528823781, 426212.781382398 4583651.176761756, 426215.45860339404 4583654.658044813, 426216.1920661777 4583655.26123895, 426218.2501343795 4583657.8716910705, 426214.1001249569 4583661.633495774, 426211.341775785 4583664.137581132, 426214.92223789595 4583668.475697727, 426213.5703414099 4583669.533158916), (426238.829401267 4583603.412572643, 426236.5649933355 4583605.167712414, 426233.0037207133 4583601.07365661, 426235.181710366 4583599.04181995, 426238.829401267 4583603.412572643))"
relation,9053345,"('relation', 9053345)",0,0,0,0,0,0,0,0,0,0,1,0,"POLYGON ((426007.87595756433 4582970.918750315, 426009.88761230354 4582973.052190076, 426012.1465467702 4582974.838910166, 426015.48379140196 4582976.60351335, 426017.85802919767 4582977.400886865, 426021.1327521871 4582977.955899895, 426024.6606213831 4582977.919867837, 426027.69806182914 4582977.344797246, 426031.4782550132 4582975.818384311, 426034.2667683731 4582973.791360526, 426035.70044429763 4582972.544282695, 426037.08248761506 4582971.153392904, 426038.473429031 4582968.996302855, 426039.9027698579 4582966.505729832, 426040.537383714 4582964.78938176, 426041.0160784054 4582962.5416799905, 426041.3545534647 4582959.662536843, 426041.11619547283 4582956.789283728, 426040.11070859496 4582952.480468814, 426038.6698830055 4582949.752730851, 426037.28556436993 4582947.646186295, 426035.467436223 4582945.632896222, 426033.2672449913 4582943.8677750565, 426029.3829671096 4582941.7534528645, 426027.1762577113 4582940.987673547, 426023.25757779763 4582940.417028311, 426020.7159344472 4582940.420781438, 426018.41267793666 4582940.844016043, 426015.8370596234 4582941.614227605, 426013.15809282137 4582942.907338625, 426010.99800895515 4582944.250665404, 426009.2254307164 4582945.878713369, 426007.166040296 4582948.075946764, 426005.68904238247 4582950.811280076, 426004.39970635227 4582953.911096878, 426003.8531883591 4582957.702816715, 426002.379463559 4582957.484708763, 426002.2279175269 4582959.018476513, 426002.33620899264 4582960.616207923, 426002.50324654946 4582962.235545247, 426002.8553359576 4582963.964022436, 426003.45765493787 4582965.634428046, 426003.88418908 4582967.284423464, 426004.6358514232 4582968.842273057, 426005.6036229815 4582970.275781529, 426006.03723587707 4582970.981946351, 426007.41771883285 4582970.257249116, 426007.87595756433 4582970.918750315), (426014.7069870435 4582952.939767727, 426014.6542511514 4582953.506561412, 426014.89377182105 4582954.037060696, 426014.9385197819 4582954.325282639, 426015.13329245674 4582954.567559988, 426017.81691683136 4582957.005023214, 426018.2453130551 4582957.200502218, 426018.7970666939 4582957.19486656, 426019.5227907923 4582957.032011468, 426020.0206430431 4582956.660526155, 426020.31604334945 4582956.113460055, 426020.498342625 4582955.134530634, 426020.1163638127 4582954.572177099, 426019.7774318071 4582954.131517342, 426017.5295429686 4582951.789530041, 426016.8075289741 4582951.497122813, 426016.3235613708 4582951.590890536, 426015.7592516085 4582951.185842171, 426016.73846358416 4582950.465245618, 426018.0187459902 4582949.7526770625, 426019.634445708 4582949.136610164, 426021.345166298 4582948.819355174, 426023.2845527822 4582948.7884441465, 426025.2527607133 4582949.123639566, 426026.85596686654 4582949.740139208, 426028.44528742007 4582950.634356979, 426029.14539588377 4582951.237874157, 426028.8883928729 4582951.451456566, 426028.5431421997 4582951.210715639, 426028.16683285224 4582951.203455738, 426027.87525641755 4582951.306360885, 426027.63474650285 4582951.497568823, 426027.3435102328 4582951.633779636, 426024.80321000697 4582954.224525794, 426024.66596718825 4582954.703358162, 426024.6635033569 4582955.280741358, 426024.76033791486 4582955.757183044, 426025.1429966138 4582956.386148103, 426025.6730721313 4582956.713825543, 426026.15908040537 4582956.819892301, 426026.68518743827 4582956.759003979, 426027.30843863037 4582956.386238483, 426029.8830856009 4582953.883966744, 426030.0779411127 4582953.3157218015, 426030.0735193828 4582952.882748446, 426029.93545248825 4582952.462242977, 426030.1749420315 4582952.171118187, 426031.4465016354 4582953.879103557, 426032.35294579976 4582955.857290683, 426032.87993577356 4582958.3389896825, 426032.8342574397 4582960.415724417, 426032.3294650486 4582962.56376594, 426031.4465503222 4582964.526917349, 426030.12676748494 4582966.283572648, 426027.6889141654 4582968.262604553, 426024.9075957419 4582969.35690206, 426022.1683867492 4582969.662454767, 426019.19461615814 4582969.10436725, 426017.1199711242 4582968.170696629, 426015.7382893872 4582967.141123969, 426015.94411149604 4582966.828136493, 426016.2386355247 4582967.013879766, 426016.47327950486 4582967.066998213, 426016.95769966254 4582967.01763801, 426017.44019206765 4582966.779545859, 426020.0139247497 4582964.188455429, 426020.2023469774 4582963.809027565, 426020.2545162349 4582963.186724511, 426020.1660413592 4582962.710197491, 426019.87738250085 4582962.280127287, 426019.49676472816 4582961.850996358, 426019.01718886534 4582961.556112682, 426018.3901964718 4582961.562516829, 426017.5240555392 4582961.893351888, 426014.988071712 4582964.905973109, 426014.89815409447 4582965.1067462955, 426014.934428706 4582965.383951753, 426014.93839775305 4582965.772517596, 426015.08391798125 4582966.104122353, 426014.8848681601 4582966.261598123, 426014.17481235665 4582965.50274137, 426013.1791271287 4582963.791940932, 426012.44800964853 4582961.789759046, 426012.1548953762 4582960.105091179, 426012.2035163276 4582958.317005145, 426012.49650242884 4582956.715174617, 426012.8369584118 4582955.668011186, 426013.2442937513 4582954.62016461, 426013.60407803406 4582953.828173695, 426014.3192559972 4582952.632843151, 426014.7069870435 4582952.939767727))"
relation,9056445,"('relation', 9056445)",0,0,0,0,1,0,0,0,0,0,0,0,"POLYGON ((426444.085911623 4582633.784809852, 426444.2633899232 4582629.030915832, 426443.6218991787 4582624.318646946, 426442.17951117805 4582619.781056086, 426439.9794915428 4582615.562043573, 426437.0816014358 4582611.783136384, 426433.57057071826 4582608.554505028, 426429.5644583419 4582605.974878521, 426425.17262533575 4582604.10976504, 426420.5212666287 4582603.035604616, 426415.752621593 4582602.762055911, 426411.00915533595 4582603.320980975, 426406.43254351825 4582604.666528387, 426402.1564396002 4582606.786236922, 426398.44781028666 4582609.621878466, 426349.7458520514 4582653.385354943, 426346.4611492586 4582656.794071276, 426343.943778946 4582660.838962056, 426342.1659505033 4582665.253836527, 426341.16810934845 4582669.905046582, 426340.9907005293 4582674.658944323, 426341.63225487206 4582679.371205299, 426343.07469569455 4582683.908777228, 426345.274753023 4582688.127761224, 426348.17266266805 4582691.906632365, 426351.67533305805 4582695.13530772, 426355.68978613545 4582697.714806234, 426360.0814692188 4582699.568775483, 426364.73288915836 4582700.653998449, 426369.5013597541 4582700.916410925, 426372.835723074 4582700.749282267, 426369.1083931902 4582704.206899962, 426371.88563039154 4582707.631710155, 426386.9400260281 4582694.088461326, 426435.27735687717 4582649.829297978, 426438.3994082978 4582646.866395481, 426452.1830494502 4582634.135611354, 426449.3488801271 4582630.866791334, 426443.5589349408 4582636.232825007, 426444.085911623 4582633.784809852), (426380.6484261361 4582692.864451154, 426377.2546143385 4582694.5866034, 426373.6123777274 4582695.722822154, 426369.8383069192 4582696.227510564, 426366.0242502887 4582696.0886321245, 426362.2873624859 4582695.316098933, 426358.7449111265 4582693.930924714, 426355.4725887626 4582691.976751716, 426352.5878892674 4582689.496797086, 426350.1584842711 4582686.5680934675, 426348.2521586651 4582683.278775384, 426346.93669771304 4582679.716977384, 426346.23819877766 4582675.982361014, 426346.17451206263 4582672.185774849, 426346.75501473906 4582668.42705075, 426347.96422900364 4582664.828479514, 426349.76125751564 4582661.479301474, 426352.09684241045 4582658.468842058, 426402.10447822243 4582613.193207084, 426405.1583958192 4582610.930472953, 426408.56050130853 4582609.197147791, 426412.20289971906 4582608.072049272, 426415.9770190865 4582607.5673836395, 426419.7911206854 4582607.706288952, 426423.5196862356 4582608.478937129, 426427.070526001 4582609.864058307, 426430.3345043456 4582611.818348534, 426433.2275668358 4582614.298248976, 426435.6569608577 4582617.226979999, 426437.55490233516 4582620.516405355, 426438.8786884119 4582624.078134144, 426439.5771434968 4582627.812758587, 426439.63242058957 4582631.609429578, 426439.0518663167 4582635.368145351, 426437.85096202604 4582638.966615665, 426436.05388737406 4582642.315771135, 426433.70990253886 4582645.326287788, 426383.7106630352 4582690.601622209, 426380.6484261361 4582692.864451154))"
relation,9056446,"('relation', 9056446)",0,1,0,0,0,0,0,0,0,1,0,0,"POLYGON ((426395.3286610695 4582842.439525872, 426404.71760049555 4582845.697237515, 426419.26666617085 4582850.745642451, 426442.3907625498 4582858.771423773, 426447.5760758675 4582860.572972188, 426448.7406861645 4582856.697294458, 426449.58994863887 4582854.701229817, 426456.1265229521 4582857.010905478, 426458.16163244046 4582851.583070952, 426451.6085593925 4582849.295766948, 426452.0812843292 4582847.270216946, 426453.415467187 4582843.625981798, 426457.2234888388 4582832.473192766, 426465.91039363405 4582835.760317228, 426466.88235913403 4582833.496536668, 426480.80768959667 4582838.051760775, 426484.2060701241 4582828.546391897, 426482.65101082384 4582827.729448419, 426461.56759998045 4582820.593267173, 426462.4838831923 4582817.786003375, 426455.1187283058 4582815.395910007, 426454.98158569 4582815.064211828, 426436.8911103061 4582808.730439968, 426440.06880006514 4582799.726927088, 426432.4240154669 4582796.973296295, 426429.2385375381 4582806.032406895, 426420.21089546836 4582831.760984425, 426414.59885389206 4582829.930481091, 426413.2939408437 4582833.985238197, 426412.72342796973 4582833.791179752, 426410.4107602798 4582839.876925806, 426407.15556228434 4582838.777489684, 426395.29239409283 4582834.75660195, 426394.2426392408 4582835.1225660555, 426391.99765738606 4582841.285351725, 426392.9540855291 4582841.6087231375, 426395.3286610695 4582842.439525872), (426432.54751502525 4582830.536477535, 426437.0649101651 4582817.611092362, 426449.5655872766 4582821.8365325155, 426445.01529643906 4582834.817758688, 426432.54751502525 4582830.536477535))"
relation,9056601,"('relation', 9056601)",1,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((426697.30286748824 4582568.530408612, 426699.6569067433 4582569.805640116, 426699.3936447003 4582570.230218334, 426720.08445407194 4582581.49028753, 426720.610979717 4582580.641132617, 426721.6198342538 4582581.18607754, 426734.25424359454 4582560.584336268, 426710.1751897108 4582547.482096937, 426697.30286748824 4582568.530408612), (426726.0833117608 4582559.556681031, 426730.0431587831 4582561.703920113, 426722.19608505507 4582574.507340775, 426718.23624247796 4582572.360106003, 426726.0833117608 4582559.556681031))"
relation,9062617,"('relation', 9062617)",0,0,0,0,0,0,1,0,0,0,0,0,"POLYGON ((433365.95264748664 4588193.954610069, 433354.29827419826 4588192.1523187, 433344.14992430585 4588190.591529613, 433336.9097175649 4588237.146049706, 433347.3507930077 4588238.748540684, 433358.7039511987 4588240.509183954, 433362.679207113 4588214.969224843, 433365.95264748664 4588193.954610069), (433358.40721975133 4588202.87314313, 433358.36047375464 4588203.239969094, 433360.40195788717 4588203.565344269, 433359.47610102646 4588208.259293609, 433353.82904262416 4588207.412005236, 433354.6331344589 4588202.197341844, 433358.40721975133 4588202.87314313))"
