Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_G,SEXE
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,623,1,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,495,1,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,51,2,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,45,2,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,81,3,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,74,3,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,603,1,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,510,1,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,110,2,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,110,2,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,192,3,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,161,3,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,..,4,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,512,1,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,430,1,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,33,2,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,37,2,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,99,3,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,92,3,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,846,1,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,682,1,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,113,2,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,131,2,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,235,3,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,197,3,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,609,1,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,489,1,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,69,2,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,68,2,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,126,3,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,108,3,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,710,1,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,609,1,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,63,2,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,62,2,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,107,3,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,88,3,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,729,1,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,582,1,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,61,2,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,45,2,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,119,3,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,93,3,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,..,4,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,..,4,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,954,1,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,786,1,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,78,2,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,72,2,2
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,172,3,1
2024-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,132,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,763,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,652,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,89,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,82,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,195,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,131,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,759,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,657,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,81,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,75,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,193,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,149,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,595,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,488,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,39,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,44,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,83,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,55,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,964,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,860,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,66,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,74,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,166,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,149,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,740,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,601,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,49,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,52,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,125,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,123,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,565,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,485,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,57,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,36,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,134,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,125,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,467,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,395,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,13,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,14,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,42,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,34,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,..,4,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,537,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,400,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,34,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,54,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,108,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,76,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,639,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,499,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,47,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,46,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,97,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,93,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,551,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,497,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,22,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,39,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,84,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,65,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,475,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,444,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,36,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,42,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,92,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,61,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,528,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,464,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,30,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,34,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,116,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,88,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,478,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,385,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,36,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,30,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,58,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,53,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,453,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,403,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,61,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,56,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,96,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,81,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,519,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,422,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,21,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,32,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,73,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,67,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,748,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,561,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,45,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,48,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,116,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,125,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,636,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,541,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,39,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,45,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,101,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,79,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,..,4,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,466,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,413,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,73,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,72,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,148,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,116,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,523,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,440,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,42,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,47,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,151,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,117,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,659,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,554,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,46,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,51,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,132,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,94,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,518,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,471,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,24,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,20,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,45,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,28,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,425,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,386,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,50,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,34,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,133,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,103,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,405,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,396,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,27,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,32,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,72,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,71,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,..,4,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,410,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,338,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,22,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,15,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,51,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,39,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,589,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,533,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,59,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,61,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,116,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,109,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,..,4,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,846,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,712,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,86,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,90,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,214,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,163,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,372,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,306,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,21,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,30,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,62,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,88,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,566,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,478,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,67,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,74,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,172,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,145,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,..,4,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,..,4,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,807,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,690,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,56,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,84,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,188,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,140,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,..,4,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,618,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,527,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,81,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,109,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,206,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,152,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,..,4,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,772,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,686,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,83,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,86,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,151,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,128,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,..,4,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,521,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,404,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,31,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,39,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,125,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,105,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,754,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,665,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,72,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,83,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,193,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,205,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,556,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,527,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,75,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,94,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,158,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,151,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,..,4,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,571,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,486,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,85,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,103,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,139,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,152,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,5,4,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,..,4,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,436,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,405,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,63,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,62,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,134,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,138,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,486,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,410,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,52,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,54,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,133,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,97,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,..,4,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,..,4,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,837,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,757,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,76,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,82,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,200,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,165,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,620,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,551,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,60,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,89,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,140,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,107,3,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,..,4,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,692,1,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,629,1,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,89,2,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,93,2,2
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,178,3,1
2024-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,194,3,2
2024-01-01,2,Eixample,10,Sant Antoni,51,2150,539,1,1
2024-01-01,2,Eixample,10,Sant Antoni,51,2150,487,1,2
2024-01-01,2,Eixample,10,Sant Antoni,51,2150,68,2,1
2024-01-01,2,Eixample,10,Sant Antoni,51,2150,76,2,2
2024-01-01,2,Eixample,10,Sant Antoni,51,2150,186,3,1
2024-01-01,2,Eixample,10,Sant Antoni,51,2150,192,3,2
2024-01-01,2,Eixample,10,Sant Antoni,51,2151,579,1,1
2024-01-01,2,Eixample,10,Sant Antoni,51,2151,479,1,2
2024-01-01,2,Eixample,10,Sant Antoni,51,2151,77,2,1
2024-01-01,2,Eixample,10,Sant Antoni,51,2151,76,2,2
