"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Tipus_Vehicle","Index_Motoritzacio"
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","007","Ciclomotors",25.58
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","007","Furgonetes",23.75
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","007","Camions",3.05
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","007","Resta de vehicles",2.44
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","008","Turismes",208.05
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","008","Motos",95.89
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","008","Ciclomotors",18.84
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","008","Furgonetes",25.68
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","008","Camions",5.14
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","008","Resta de vehicles",5.99
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","009","Turismes",233.93
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","009","Motos",114.82
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","009","Ciclomotors",18.85
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","009","Furgonetes",25.71
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","009","Camions",3.43
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","009","Resta de vehicles",3.43
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","010","Turismes",178.69
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","010","Motos",84.84
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","010","Ciclomotors",24.92
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","010","Furgonetes",31.28
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","010","Camions",5.83
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","010","Resta de vehicles",5.83
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","011","Turismes",157.21
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","011","Motos",98.18
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","011","Ciclomotors",31.21
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","011","Furgonetes",25.54
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","011","Camions",3.97
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","011","Resta de vehicles",3.97
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","012","Turismes",202.86
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","012","Motos",101.68
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","012","Ciclomotors",24.19
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","012","Furgonetes",21.72
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","012","Camions",7.4
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","012","Resta de vehicles",4.44
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","013","Turismes",185.7
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","013","Motos",106.69
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","013","Ciclomotors",19.03
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","013","Furgonetes",28.26
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","013","Camions",4.61
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","013","Resta de vehicles",1.73
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","014","Turismes",180.89
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","014","Motos",111.49
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","014","Ciclomotors",25.03
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","014","Furgonetes",21.62
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","014","Camions",5.12
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","014","Resta de vehicles",2.28
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","015","Turismes",176.15
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","015","Motos",84.8
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","015","Ciclomotors",22.75
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","015","Furgonetes",17.92
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","015","Camions",3.1
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","015","Resta de vehicles",3.1
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","016","Turismes",163.8
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","016","Motos",81.08
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","016","Ciclomotors",14.74
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","016","Furgonetes",23.75
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","016","Camions",6.55
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","016","Resta de vehicles",2.46
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","017","Turismes",177.69
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","017","Motos",78.76
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","017","Ciclomotors",37.81
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","017","Furgonetes",26.47
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","017","Camions",6.3
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","017","Resta de vehicles",3.15
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","018","Turismes",200.12
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","018","Motos",102.46
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","018","Ciclomotors",23.97
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","018","Furgonetes",13.18
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","018","Camions",2.4
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","018","Resta de vehicles",3
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","019","Turismes",205.28
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","019","Motos",83.33
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","019","Ciclomotors",16.26
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","019","Furgonetes",19.65
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","019","Camions",3.39
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","019","Resta de vehicles",6.78
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","020","Turismes",295.19
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","020","Motos",143.45
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","020","Ciclomotors",23.22
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","020","Furgonetes",33.17
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","020","Camions",26.53
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","020","Resta de vehicles",29.85
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","021","Turismes",252.6
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","021","Motos",100.28
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","021","Ciclomotors",13.25
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","021","Furgonetes",15.14
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","021","Camions",2.84
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","021","Resta de vehicles",5.68
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","022","Turismes",215.94
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","022","Motos",94.2
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","022","Ciclomotors",16.67
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","022","Furgonetes",36.96
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","022","Camions",7.97
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","022","Resta de vehicles",21.01
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","023","Turismes",199.78
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","023","Motos",104.04
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","023","Ciclomotors",28.78
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","023","Furgonetes",19.92
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","023","Camions",3.87
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","023","Resta de vehicles",2.77
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","024","Turismes",245.7
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","024","Motos",153.19
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","024","Ciclomotors",22.75
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","024","Furgonetes",40.95
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","024","Camions",8.09
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","024","Resta de vehicles",12.64
2023,"03","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","NC","Turismes",NA
2023,"03","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","025","Turismes",4272.35
2023,"03","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","025","Motos",229.44
2023,"03","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","025","Ciclomotors",383.19
2023,"03","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","025","Furgonetes",637.07
2023,"03","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","025","Camions",1249.7
2023,"03","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","025","Resta de vehicles",2119.79
2023,"03","Sants-Montjuïc","13","la Marina de Port","026","Turismes",357.07
2023,"03","Sants-Montjuïc","13","la Marina de Port","026","Motos",82.25
2023,"03","Sants-Montjuïc","13","la Marina de Port","026","Ciclomotors",16.05
2023,"03","Sants-Montjuïc","13","la Marina de Port","026","Furgonetes",12.04
2023,"03","Sants-Montjuïc","13","la Marina de Port","026","Camions",6.02
2023,"03","Sants-Montjuïc","13","la Marina de Port","026","Resta de vehicles",4.01
2023,"03","Sants-Montjuïc","13","la Marina de Port","027","Turismes",287.68
2023,"03","Sants-Montjuïc","13","la Marina de Port","027","Motos",123.78
2023,"03","Sants-Montjuïc","13","la Marina de Port","027","Ciclomotors",14.9
2023,"03","Sants-Montjuïc","13","la Marina de Port","027","Furgonetes",12.03
2023,"03","Sants-Montjuïc","13","la Marina de Port","027","Camions",1.72
2023,"03","Sants-Montjuïc","13","la Marina de Port","027","Resta de vehicles",9.17
2023,"03","Sants-Montjuïc","13","la Marina de Port","028","Turismes",278.33
2023,"03","Sants-Montjuïc","13","la Marina de Port","028","Motos",123.36
2023,"03","Sants-Montjuïc","13","la Marina de Port","028","Ciclomotors",8.1
2023,"03","Sants-Montjuïc","13","la Marina de Port","028","Furgonetes",16.19
2023,"03","Sants-Montjuïc","13","la Marina de Port","028","Camions",8.48
2023,"03","Sants-Montjuïc","13","la Marina de Port","028","Resta de vehicles",8.1
2023,"03","Sants-Montjuïc","13","la Marina de Port","029","Turismes",259.52
2023,"03","Sants-Montjuïc","13","la Marina de Port","029","Motos",107.94
2023,"03","Sants-Montjuïc","13","la Marina de Port","029","Ciclomotors",15.08
2023,"03","Sants-Montjuïc","13","la Marina de Port","029","Furgonetes",20.63
2023,"03","Sants-Montjuïc","13","la Marina de Port","029","Camions",2.38
2023,"03","Sants-Montjuïc","13","la Marina de Port","029","Resta de vehicles",5.56
2023,"03","Sants-Montjuïc","13","la Marina de Port","030","Turismes",340.38
2023,"03","Sants-Montjuïc","13","la Marina de Port","030","Motos",135.9
2023,"03","Sants-Montjuïc","13","la Marina de Port","030","Ciclomotors",21.15
2023,"03","Sants-Montjuïc","13","la Marina de Port","030","Furgonetes",33.97
2023,"03","Sants-Montjuïc","13","la Marina de Port","030","Camions",5.13
2023,"03","Sants-Montjuïc","13","la Marina de Port","030","Resta de vehicles",12.82
2023,"03","Sants-Montjuïc","13","la Marina de Port","031","Turismes",326.01
2023,"03","Sants-Montjuïc","13","la Marina de Port","031","Motos",130.06
2023,"03","Sants-Montjuïc","13","la Marina de Port","031","Ciclomotors",22.83
2023,"03","Sants-Montjuïc","13","la Marina de Port","031","Furgonetes",19.81
2023,"03","Sants-Montjuïc","13","la Marina de Port","031","Camions",13.78
2023,"03","Sants-Montjuïc","13","la Marina de Port","031","Resta de vehicles",8.61
2023,"03","Sants-Montjuïc","13","la Marina de Port","032","Turismes",255.96
2023,"03","Sants-Montjuïc","13","la Marina de Port","032","Motos",114.02
2023,"03","Sants-Montjuïc","13","la Marina de Port","032","Ciclomotors",29.09
2023,"03","Sants-Montjuïc","13","la Marina de Port","032","Furgonetes",23.85
2023,"03","Sants-Montjuïc","13","la Marina de Port","032","Camions",22.69
2023,"03","Sants-Montjuïc","13","la Marina de Port","032","Resta de vehicles",17.45
2023,"03","Sants-Montjuïc","13","la Marina de Port","033","Turismes",218.11
2023,"03","Sants-Montjuïc","13","la Marina de Port","033","Motos",93.96
2023,"03","Sants-Montjuïc","13","la Marina de Port","033","Ciclomotors",22.63
2023,"03","Sants-Montjuïc","13","la Marina de Port","033","Furgonetes",21.95
2023,"03","Sants-Montjuïc","13","la Marina de Port","033","Camions",10.97
2023,"03","Sants-Montjuïc","13","la Marina de Port","033","Resta de vehicles",2.74
2023,"03","Sants-Montjuïc","13","la Marina de Port","034","Turismes",321.74
2023,"03","Sants-Montjuïc","13","la Marina de Port","034","Motos",141.14
2023,"03","Sants-Montjuïc","13","la Marina de Port","034","Ciclomotors",31.44
2023,"03","Sants-Montjuïc","13","la Marina de Port","034","Furgonetes",20.07
2023,"03","Sants-Montjuïc","13","la Marina de Port","034","Camions",33.44
2023,"03","Sants-Montjuïc","13","la Marina de Port","034","Resta de vehicles",6.69
2023,"03","Sants-Montjuïc","13","la Marina de Port","035","Turismes",314.8
2023,"03","Sants-Montjuïc","13","la Marina de Port","035","Motos",138.79
2023,"03","Sants-Montjuïc","13","la Marina de Port","035","Ciclomotors",28.46
2023,"03","Sants-Montjuïc","13","la Marina de Port","035","Furgonetes",16.2
2023,"03","Sants-Montjuïc","13","la Marina de Port","035","Camions",8.76
2023,"03","Sants-Montjuïc","13","la Marina de Port","035","Resta de vehicles",11.38
2023,"03","Sants-Montjuïc","13","la Marina de Port","036","Turismes",289.44
2023,"03","Sants-Montjuïc","13","la Marina de Port","036","Motos",134.62
2023,"03","Sants-Montjuïc","13","la Marina de Port","036","Ciclomotors",21.46
2023,"03","Sants-Montjuïc","13","la Marina de Port","036","Furgonetes",13.04
2023,"03","Sants-Montjuïc","13","la Marina de Port","036","Camions",6.31
2023,"03","Sants-Montjuïc","13","la Marina de Port","036","Resta de vehicles",3.79
2023,"03","Sants-Montjuïc","13","la Marina de Port","037","Turismes",343.88
2023,"03","Sants-Montjuïc","13","la Marina de Port","037","Motos",120.41
2023,"03","Sants-Montjuïc","13","la Marina de Port","037","Ciclomotors",14.29
2023,"03","Sants-Montjuïc","13","la Marina de Port","037","Furgonetes",27.55
2023,"03","Sants-Montjuïc","13","la Marina de Port","037","Camions",3.06
2023,"03","Sants-Montjuïc","13","la Marina de Port","037","Resta de vehicles",9.18
2023,"03","Sants-Montjuïc","13","la Marina de Port","038","Turismes",319.28
2023,"03","Sants-Montjuïc","13","la Marina de Port","038","Motos",141.2
2023,"03","Sants-Montjuïc","13","la Marina de Port","038","Ciclomotors",40.04
2023,"03","Sants-Montjuïc","13","la Marina de Port","038","Furgonetes",21.07
2023,"03","Sants-Montjuïc","13","la Marina de Port","038","Camions",9.48
2023,"03","Sants-Montjuïc","13","la Marina de Port","038","Resta de vehicles",6.32
2023,"03","Sants-Montjuïc","13","la Marina de Port","039","Turismes",223.94
2023,"03","Sants-Montjuïc","13","la Marina de Port","039","Motos",102.61
2023,"03","Sants-Montjuïc","13","la Marina de Port","039","Ciclomotors",22.39
2023,"03","Sants-Montjuïc","13","la Marina de Port","039","Furgonetes",17.92
2023,"03","Sants-Montjuïc","13","la Marina de Port","039","Camions",6.51
2023,"03","Sants-Montjuïc","13","la Marina de Port","039","Resta de vehicles",3.26
2023,"03","Sants-Montjuïc","13","la Marina de Port","211","Turismes",294
2023,"03","Sants-Montjuïc","13","la Marina de Port","211","Motos",147
2023,"03","Sants-Montjuïc","13","la Marina de Port","211","Ciclomotors",27.03
2023,"03","Sants-Montjuïc","13","la Marina de Port","211","Furgonetes",19.78
2023,"03","Sants-Montjuïc","13","la Marina de Port","211","Camions",8.57
2023,"03","Sants-Montjuïc","13","la Marina de Port","211","Resta de vehicles",11.21
2023,"03","Sants-Montjuïc","13","la Marina de Port","212","Turismes",246.06
2023,"03","Sants-Montjuïc","13","la Marina de Port","212","Motos",115.99
2023,"03","Sants-Montjuïc","13","la Marina de Port","212","Ciclomotors",21.13
2023,"03","Sants-Montjuïc","13","la Marina de Port","212","Furgonetes",12.01
2023,"03","Sants-Montjuïc","13","la Marina de Port","212","Camions",4.14
2023,"03","Sants-Montjuïc","13","la Marina de Port","212","Resta de vehicles",4.56
2023,"03","Sants-Montjuïc","13","la Marina de Port","213","Turismes",238.96
2023,"03","Sants-Montjuïc","13","la Marina de Port","213","Motos",110.82
2023,"03","Sants-Montjuïc","13","la Marina de Port","213","Ciclomotors",29.87
2023,"03","Sants-Montjuïc","13","la Marina de Port","213","Furgonetes",19.05
2023,"03","Sants-Montjuïc","13","la Marina de Port","213","Camions",7.79
2023,"03","Sants-Montjuïc","13","la Marina de Port","213","Resta de vehicles",5.63
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","040","Turismes",308.46
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","040","Motos",140.41
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","040","Ciclomotors",19.35
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","040","Furgonetes",17.14
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","040","Camions",11.61
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","040","Resta de vehicles",8.29
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","041","Turismes",256.32
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","041","Motos",134.13
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","041","Ciclomotors",21.07
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","041","Furgonetes",14.75
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","041","Camions",4.21
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","041","Resta de vehicles",5.62
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","042","Turismes",289.32
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","042","Motos",146.14
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","042","Ciclomotors",34.87
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","042","Furgonetes",28.19
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","042","Camions",3.71
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","042","Resta de vehicles",8.16
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","043","Turismes",295.74
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","043","Motos",116.72
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","043","Ciclomotors",17.05
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","043","Furgonetes",19.67
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","043","Camions",5.25
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","043","Resta de vehicles",5.9
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","044","Turismes",239.89
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","044","Motos",132.61
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","044","Ciclomotors",24.26
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","044","Furgonetes",16.71
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","044","Camions",7.55
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","044","Resta de vehicles",5.93
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","045","Turismes",264.6
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","045","Motos",151.46
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","045","Ciclomotors",28.28
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","045","Furgonetes",23.72
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","045","Camions",3.65
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","045","Resta de vehicles",4.56
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","046","Turismes",309.99
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","046","Motos",119.97
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","046","Ciclomotors",23.58
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","046","Furgonetes",18.72
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","046","Camions",4.85
2023,"03","Sants-Montjuïc","14","la Font de la Guatlla","046","Resta de vehicles",6.24
2023,"03","Sants-Montjuïc","15","Hostafrancs","047","Turismes",230.51
2023,"03","Sants-Montjuïc","15","Hostafrancs","047","Motos",124.86
2023,"03","Sants-Montjuïc","15","Hostafrancs","047","Ciclomotors",32.77
2023,"03","Sants-Montjuïc","15","Hostafrancs","047","Furgonetes",22.03
2023,"03","Sants-Montjuïc","15","Hostafrancs","047","Camions",10.17
2023,"03","Sants-Montjuïc","15","Hostafrancs","047","Resta de vehicles",6.78
2023,"03","Sants-Montjuïc","15","Hostafrancs","048","Turismes",338.08
2023,"03","Sants-Montjuïc","15","Hostafrancs","048","Motos",134.18
2023,"03","Sants-Montjuïc","15","Hostafrancs","048","Ciclomotors",23.24
2023,"03","Sants-Montjuïc","15","Hostafrancs","048","Furgonetes",30.73
2023,"03","Sants-Montjuïc","15","Hostafrancs","048","Camions",20.24
2023,"03","Sants-Montjuïc","15","Hostafrancs","048","Resta de vehicles",12.74
2023,"03","Sants-Montjuïc","15","Hostafrancs","049","Turismes",243.28
2023,"03","Sants-Montjuïc","15","Hostafrancs","049","Motos",95.64
2023,"03","Sants-Montjuïc","15","Hostafrancs","049","Ciclomotors",15.54
2023,"03","Sants-Montjuïc","15","Hostafrancs","049","Furgonetes",20.32
2023,"03","Sants-Montjuïc","15","Hostafrancs","049","Camions",13.15
2023,"03","Sants-Montjuïc","15","Hostafrancs","049","Resta de vehicles",11.95
2023,"03","Sants-Montjuïc","15","Hostafrancs","050","Turismes",230.06
2023,"03","Sants-Montjuïc","15","Hostafrancs","050","Motos",97.55
2023,"03","Sants-Montjuïc","15","Hostafrancs","050","Ciclomotors",19.02
2023,"03","Sants-Montjuïc","15","Hostafrancs","050","Furgonetes",19.02
2023,"03","Sants-Montjuïc","15","Hostafrancs","050","Camions",4.29
2023,"03","Sants-Montjuïc","15","Hostafrancs","050","Resta de vehicles",7.36
2023,"03","Sants-Montjuïc","15","Hostafrancs","051","Turismes",204.79
2023,"03","Sants-Montjuïc","15","Hostafrancs","051","Motos",102.94
2023,"03","Sants-Montjuïc","15","Hostafrancs","051","Ciclomotors",23.42
2023,"03","Sants-Montjuïc","15","Hostafrancs","051","Furgonetes",25.05
2023,"03","Sants-Montjuïc","15","Hostafrancs","051","Camions",5.99
2023,"03","Sants-Montjuïc","15","Hostafrancs","051","Resta de vehicles",5.45
2023,"03","Sants-Montjuïc","15","Hostafrancs","052","Turismes",192.39
2023,"03","Sants-Montjuïc","15","Hostafrancs","052","Motos",105.53
2023,"03","Sants-Montjuïc","15","Hostafrancs","052","Ciclomotors",22.97
2023,"03","Sants-Montjuïc","15","Hostafrancs","052","Furgonetes",18.66
2023,"03","Sants-Montjuïc","15","Hostafrancs","052","Camions",3.59
2023,"03","Sants-Montjuïc","15","Hostafrancs","052","Resta de vehicles",5.03
2023,"03","Sants-Montjuïc","15","Hostafrancs","053","Turismes",211.42
2023,"03","Sants-Montjuïc","15","Hostafrancs","053","Motos",101.37
2023,"03","Sants-Montjuïc","15","Hostafrancs","053","Ciclomotors",15.07
2023,"03","Sants-Montjuïc","15","Hostafrancs","053","Furgonetes",26.03
2023,"03","Sants-Montjuïc","15","Hostafrancs","053","Camions",6.39
2023,"03","Sants-Montjuïc","15","Hostafrancs","053","Resta de vehicles",8.22
2023,"03","Sants-Montjuïc","15","Hostafrancs","054","Turismes",279.34
2023,"03","Sants-Montjuïc","15","Hostafrancs","054","Motos",113.69
2023,"03","Sants-Montjuïc","15","Hostafrancs","054","Ciclomotors",14.06
2023,"03","Sants-Montjuïc","15","Hostafrancs","054","Furgonetes",23.84
2023,"03","Sants-Montjuïc","15","Hostafrancs","054","Camions",12.84
2023,"03","Sants-Montjuïc","15","Hostafrancs","054","Resta de vehicles",3.67
2023,"03","Sants-Montjuïc","15","Hostafrancs","055","Turismes",247.78
2023,"03","Sants-Montjuïc","15","Hostafrancs","055","Motos",114.36
2023,"03","Sants-Montjuïc","15","Hostafrancs","055","Ciclomotors",22.24
2023,"03","Sants-Montjuïc","15","Hostafrancs","055","Furgonetes",19.7
2023,"03","Sants-Montjuïc","15","Hostafrancs","055","Camions",5.08
2023,"03","Sants-Montjuïc","15","Hostafrancs","055","Resta de vehicles",5.08
2023,"03","Sants-Montjuïc","15","Hostafrancs","056","Turismes",296.89
2023,"03","Sants-Montjuïc","15","Hostafrancs","056","Motos",96.46
2023,"03","Sants-Montjuïc","15","Hostafrancs","056","Ciclomotors",21.44
