station_id,name,neighborhood,explanatory_score_0_100,explanatory_score_percentile,bikes_ratio_capacity_mean,target_percentile_0_100,structural_gap_score,score_interpretation,pred__xgboost,prediction_percentile_0_100,predictive_gap,predictive_interpretation
358,"C/ GOMBAU, 24","Sant Pere, Santa Caterina i la Ribera",55.94,64.09,0.6319806953609771,94.29,-30.2,Infravalorada por score,0.52138615,85.64,0.110595,Infrapredicha por modelo
300,"C/ DE MALADETA, 1",Porta,36.18,19.71,0.2928108994828255,49.17,-29.46,Infravalorada por score,0.2487392,39.04,0.044072,Infrapredicha por modelo
145,"C/ MARROC, 103",Provençals del Poblenou,52.53,56.72,0.5420606333483416,86.0,-29.28,Infravalorada por score,0.6251364,97.42,-0.083076,Sobrepredicha por modelo
391,"C/ GRAN DE LA SAGRERA, 74",la Sagrera,47.62,44.75,0.4434049694419397,73.11,-28.36,Infravalorada por score,0.4160391,69.61,0.027366,Infrapredicha por modelo
289,"C/ MÚRCIA, 64",Navas,45.18,38.49,0.3939824932644164,66.85,-28.36,Infravalorada por score,0.42336577,70.17,-0.029383,Sobrepredicha por modelo
132,PL. VALENTÍ ALMIRALL,el Clot,52.59,57.09,0.5319270893041385,85.27,-28.18,Infravalorada por score,0.41876963,69.8,0.113157,Infrapredicha por modelo
419,PG. DE LLUIS COMPANYS (ARC DE TRIOMF ),"Sant Pere, Santa Caterina i la Ribera",54.71,60.96,0.5647489972737264,89.13,-28.17,Infravalorada por score,0.48571202,80.66,0.079037,Infrapredicha por modelo
269,"VIA BARCINO, 121",la Trinitat Vella,27.4,7.37,0.2299019055135866,34.81,-27.44,Infravalorada por score,0.26784778,43.83,-0.037946,Sobrepredicha por modelo
353,C/ MUNNÉ  2-6,Sants - Badal,45.01,38.03,0.38868747315468,65.38,-27.35,Infravalorada por score,0.23375952,36.1,0.154928,Infrapredicha por modelo
177,"C/ ROSSELLÓ, 557",el Camp de l'Arpa del Clot,43.99,35.91,0.3783296974786336,63.17,-27.26,Infravalorada por score,0.29559585,49.36,0.082734,Infrapredicha por modelo
279,"C/ MAS CASANOVAS, 137",el Guinardó,35.99,19.52,0.2795812042881475,46.78,-27.26,Infravalorada por score,0.22503325,33.52,0.054548,Infrapredicha por modelo
139,"GRAN VIA DE LES CORTS CATALANES,  1131",la Verneda i la Pau,41.87,30.76,0.349155544106519,58.01,-27.25,Infravalorada por score,0.39436185,67.03,-0.045206,Sobrepredicha por modelo
296,"C/ DE ROSSELLÓ I PORCEL, 1 | AV. MERIDIANA",Porta,24.37,5.16,0.2178874674516019,32.04,-26.88,Infravalorada por score,0.35732406,60.77,-0.139437,Sobrepredicha por modelo
185,"C/GAVÀ, 81",la Bordeta,45.63,39.96,0.3922010295277025,66.67,-26.71,Infravalorada por score,0.4493145,74.77,-0.057113,Sobrepredicha por modelo
127,"C/ ARAGÓ, 659 / NAVAS DE TOLOSA",el Clot,42.91,33.52,0.3642184132711872,59.85,-26.33,Infravalorada por score,0.43366992,71.27,-0.069452,Sobrepredicha por modelo
519,"C/ PEDRELL, 52",la Font d'en Fargues,24.36,4.97,0.2116424627486574,30.57,-25.6,Infravalorada por score,0.14342518,5.52,0.068217,Infrapredicha por modelo
135,"GRAN VIA DE LES CORTS CATALANES,  981",Sant Martí de Provençals,47.51,44.57,0.4144676466326416,70.17,-25.6,Infravalorada por score,0.49806315,82.32,-0.083596,Sobrepredicha por modelo
243,"C/ ALEXANDRE GALÍ, 1-5",el Congrés i els Indians,40.83,28.55,0.3182756937403777,54.14,-25.59,Infravalorada por score,0.27960464,45.86,0.038671,Infrapredicha por modelo
126,PG. DE COLOM /VIA LAIETANA,el Barri Gòtic,58.62,69.15,0.6352991917974053,94.66,-25.51,Infravalorada por score,0.61946493,96.87,0.015834,Infrapredicha por modelo
372,"C/ RIBES, 77",el Fort Pienc,49.53,49.17,0.4525399017802332,74.59,-25.42,Infravalorada por score,0.34821793,58.56,0.104322,Infrapredicha por modelo
609,"C/ ÀVILA, 94",el Parc i la Llacuna del Poblenou,55.56,63.17,0.554015826472689,88.4,-25.23,Infravalorada por score,0.568558,92.45,-0.014542,Sobrepredicha por modelo
408,"C/ RAMON TRIAS FARGAS, 23",la Vila Olímpica del Poblenou,45.4,39.04,0.3833596629805161,64.27,-25.23,Infravalorada por score,0.32841069,55.06,0.054949,Infrapredicha por modelo
129,"C/ MANSO, 46",Sant Antoni,58.45,68.69,0.6276377921899798,93.74,-25.05,Infravalorada por score,0.39132583,66.48,0.236312,Infrapredicha por modelo
47,"C/ RAMON TRIAS FARGAS, 21",la Vila Olímpica del Poblenou,45.74,40.33,0.38778024913169,65.19,-24.86,Infravalorada por score,0.40392894,68.32,-0.016149,Sobrepredicha por modelo
37,PG. DE COLOM - VIA LAIETANA,el Barri Gòtic,60.73,73.85,0.699644950405771,98.71,-24.86,Infravalorada por score,0.6404257,98.71,0.059219,Infrapredicha por modelo
382,"C/ LOPE DE VEGA, 79",el Poblenou,58.43,68.51,0.6193697695868132,93.37,-24.86,Infravalorada por score,0.6060216,95.95,0.013348,Infrapredicha por modelo
309,"C/ SANT RAMON NONAT,  26",la Maternitat i Sant Ramon,39.46,25.78,0.2981195826315573,50.28,-24.5,Infravalorada por score,0.22831097,34.44,0.069809,Infrapredicha por modelo
442,"C/ MINERIA, 30",la Marina de Port,48.02,46.22,0.4250149359976611,70.72,-24.5,Infravalorada por score,0.47091517,78.27,-0.0459,Sobrepredicha por modelo
255,"C/ IRLANDA, 34",Sant Andreu,39.91,26.89,0.3025265607988887,51.38,-24.49,Infravalorada por score,0.36888686,61.88,-0.06636,Sobrepredicha por modelo
357,"C/ CARDENER, 59",la Salut,24.11,4.42,0.2061006596322581,28.73,-24.31,Infravalorada por score,0.19244404,24.31,0.013657,Infrapredicha por modelo
142,"C/ SANCHO DE ÁVILA,  104 - C/ BADAJOZ",el Parc i la Llacuna del Poblenou,56.72,65.75,0.576777285792999,89.87,-24.12,Infravalorada por score,0.4496896,75.14,0.127088,Infrapredicha por modelo
187,"C/ DE SANT PAU, 89 - 97",el Raval,52.55,56.91,0.5042525241151522,81.03,-24.12,Infravalorada por score,0.44824734,74.59,0.056005,Infrapredicha por modelo
148,"RONDA SANT PAU, 79",Sant Antoni,55.25,62.25,0.54531313207138,86.37,-24.12,Infravalorada por score,0.44421837,73.66,0.101095,Infrapredicha por modelo
249,"C/ ANTILLES, 8",la Sagrera,45.01,38.03,0.3696855046499876,61.33,-23.3,Infravalorada por score,0.28112373,46.04,0.088562,Infrapredicha por modelo
151,"C/ PALLARS, 182",el Poblenou,57.59,67.4,0.5791735133878021,90.61,-23.21,Infravalorada por score,0.60008883,95.4,-0.020915,Sobrepredicha por modelo
506,"C/ GARRIGA I ROCA, 2",el Guinardó,37.88,22.84,0.2727450537877078,45.86,-23.02,Infravalorada por score,0.23404604,36.28,0.038699,Infrapredicha por modelo
299,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",Porta,33.07,13.63,0.2368082690445179,36.46,-22.83,Infravalorada por score,0.25553,40.33,-0.018722,Sobrepredicha por modelo
54,"C/ SANT OLEGUER, 2",el Raval,51.02,52.12,0.4532532865075221,74.77,-22.65,Infravalorada por score,0.47241175,78.45,-0.019158,Sobrepredicha por modelo
390,"C/ COMERÇ, 36","Sant Pere, Santa Caterina i la Ribera",60.84,74.03,0.6373820673900628,95.21,-21.18,Infravalorada por score,0.5007746,82.69,0.136607,Infrapredicha por modelo
455,"C/ PROVENÇA, 595",el Camp de l'Arpa del Clot,49.39,48.99,0.4141362867251192,69.98,-20.99,Infravalorada por score,0.35276306,60.22,0.061373,Infrapredicha por modelo
118,"C/ PUJADES,  3",el Parc i la Llacuna del Poblenou,50.02,49.54,0.4172385492517506,70.35,-20.81,Infravalorada por score,0.42271516,69.98,-0.005477,Sobrepredicha por modelo
260,"CARRER DEL CINCA, 7",Sant Andreu,38.84,23.76,0.2675337572813913,44.57,-20.81,Infravalorada por score,0.34355736,58.01,-0.076024,Sobrepredicha por modelo
428,"C/ PUJADES, 103",el Poblenou,58.76,69.43,0.5777987479442969,90.24,-20.81,Infravalorada por score,0.5962279,95.03,-0.018429,Sobrepredicha por modelo
133,"GRAN VIA DE LES CORTS CATALANES,  902",Provençals del Poblenou,55.5,62.98,0.5223968897903989,83.61,-20.63,Infravalorada por score,0.4871628,81.03,0.035234,Infrapredicha por modelo
184,"C/ QUETZAL, 22-24",la Bordeta,45.77,40.52,0.3692395640345167,60.96,-20.44,Infravalorada por score,0.45746607,76.06,-0.088227,Sobrepredicha por modelo
87,"C/ ROCAFORT, 187",la Nova Esquerra de l'Eixample,42.61,32.04,0.3049465270741867,52.3,-20.26,Infravalorada por score,0.2560217,40.52,0.048925,Infrapredicha por modelo
505,"C/ CAMÈLIES, 78",el Baix Guinardó,33.66,14.18,0.2282887412911053,34.44,-20.26,Infravalorada por score,0.18997486,23.57,0.038314,Infrapredicha por modelo
17,"AV. MERIDIANA, 47 (D)",el Fort Pienc,45.46,39.41,0.359026369168357,59.48,-20.07,Infravalorada por score,0.34591722,58.38,0.013109,Infrapredicha por modelo
310,C/ JOSEP SAMITIER | AV. JOAN XXIII,la Maternitat i Sant Ramon,31.18,11.23,0.2133420213943502,30.94,-19.71,Infravalorada por score,0.2598347,41.44,-0.046493,Sobrepredicha por modelo
137,"GRAN VIA DE LES CORTS CATALANES , 1041",Sant Martí de Provençals,45.5,39.59,0.3589588732394366,59.3,-19.71,Infravalorada por score,0.5426413,88.77,-0.183682,Sobrepredicha por modelo
241,"C/ TEODOR LLORENTE, 1",el Guinardó,44.82,37.2,0.3326607672033539,56.35,-19.15,Infravalorada por score,0.3032288,50.83,0.029432,Infrapredicha por modelo
238,"C/ ESPRONCEDA, 298",Navas,47.8,45.12,0.3833043390565514,64.09,-18.97,Infravalorada por score,0.39885813,68.14,-0.015554,Sobrepredicha por modelo
314,"RAMBLA DEL BRASIL, 44",Sants,38.91,24.31,0.2596576191012501,43.28,-18.97,Infravalorada por score,0.33204454,55.8,-0.072387,Sobrepredicha por modelo
297,"C/ TURÓ BLAU, 1-3",la Prosperitat,30.8,10.5,0.2082156042796865,29.1,-18.6,Infravalorada por score,0.18209207,20.81,0.026124,Infrapredicha por modelo
112,"C/ FLORIDABLANCA,  49",Sant Antoni,58.34,68.14,0.5470113463562989,86.74,-18.6,Infravalorada por score,0.34822714,58.75,0.198784,Infrapredicha por modelo
342,"C/ ROC BORONAT, 134",el Parc i la Llacuna del Poblenou,51.58,53.22,0.427140336086048,71.45,-18.23,Infravalorada por score,0.5403369,88.4,-0.113197,Sobrepredicha por modelo
274,"RAMBLA FABRA I PUIG, 67",Sant Andreu,39.56,26.15,0.2614227076468583,43.46,-17.31,Infravalorada por score,0.30943903,52.12,-0.048016,Sobrepredicha por modelo
312,"C/ ARIZALA, 77",la Maternitat i Sant Ramon,38.05,23.02,0.2479489973571813,40.33,-17.31,Infravalorada por score,0.25034064,39.23,-0.002392,Sobrepredicha por modelo
211,"C/ SANCHO DE ÁVILA, 60-64",el Parc i la Llacuna del Poblenou,59.44,70.35,0.5498077974716119,87.48,-17.13,Infravalorada por score,0.4756716,78.82,0.074136,Infrapredicha por modelo
212,"AV. SARRIÀ, 163",les Corts,42.04,31.12,0.2919108531500056,48.25,-17.13,Infravalorada por score,0.15293269,9.21,0.138978,Infrapredicha por modelo
402,PG. DE COLOM (VIA LAIETANA),el Barri Gòtic,59.68,70.72,0.5530140845070423,87.85,-17.13,Infravalorada por score,0.62552536,97.61,-0.072511,Sobrepredicha por modelo
159,"AV. DIAGONAL, 26",el Besòs i el Maresme,64.48,80.11,0.6801167281025101,97.24,-17.13,Infravalorada por score,0.48585942,80.85,0.194257,Infrapredicha por modelo
256,"C/ MALATS, 28-30",Sant Andreu,40.51,27.99,0.2702475205680153,44.94,-16.95,Infravalorada por score,0.32801864,54.88,-0.057771,Sobrepredicha por modelo
288,PL. VIRREI AMAT,Vilapicina i la Torre Llobeta,42.7,32.6,0.2955259524346258,49.54,-16.94,Infravalorada por score,0.22899967,34.99,0.066526,Infrapredicha por modelo
346,"PG. ZONA FRANCA, 182",la Marina de Port,51.36,52.49,0.4086153189137589,69.06,-16.57,Infravalorada por score,0.4582606,76.24,-0.049645,Sobrepredicha por modelo
479,"PG. FABRA I PUIG, 344",el Turó de la Peira,33.97,14.55,0.2137893471564871,31.12,-16.57,Infravalorada por score,0.17552468,17.68,0.038265,Infrapredicha por modelo
480,"PG. FABRA I PUIG, 385",Horta,30.21,9.58,0.1911078717201166,25.97,-16.39,Infravalorada por score,0.15099175,8.1,0.040116,Infrapredicha por modelo
13,"C/ MARINA, 25-33",la Vila Olímpica del Poblenou,53.96,59.67,0.4611224775294652,76.06,-16.39,Infravalorada por score,0.45372185,75.32,0.007401,Infrapredicha por modelo
483,"BAIXADA DE LA PLANA, 35",Horta,34.21,15.1,0.2142444482020065,31.31,-16.21,Infravalorada por score,0.1586772,11.6,0.055567,Infrapredicha por modelo
416,"RAMBLA DEL RAVAL, 20",el Raval,48.71,47.33,0.3792751084417751,63.54,-16.21,Infravalorada por score,0.463335,77.16,-0.08406,Sobrepredicha por modelo
214,"C/ JOSÉ DE  AGULLÓ, 9",les Tres Torres,40.82,28.36,0.2650146693748589,44.38,-16.02,Infravalorada por score,0.18183798,20.44,0.083177,Infrapredicha por modelo
158,"RAMBLA DE PRIM, 19",el Besòs i el Maresme,59.06,69.61,0.535507130500516,85.45,-15.84,Infravalorada por score,0.611912,96.5,-0.076405,Sobrepredicha por modelo
409,"C/ JOAN D'ÀUSTRIA, 31B",la Vila Olímpica del Poblenou,53.7,59.3,0.457962524877023,75.14,-15.84,Infravalorada por score,0.50651675,83.43,-0.048554,Sobrepredicha por modelo
268,"C/ FERNANDO PESSOA, 72",Sant Andreu,29.53,8.29,0.1830077628027847,23.76,-15.47,Infravalorada por score,0.26938626,44.38,-0.086378,Sobrepredicha por modelo
441,"C/ WATT, 2",Sants,49.96,49.36,0.3839692554203595,64.64,-15.28,Infravalorada por score,0.38538337,65.19,-0.001414,Sobrepredicha por modelo
526,C/ TARONGERS | AV. MIRAMAR (TELEFÈRIC),el Poble-sec,31.83,11.79,0.1926135995857337,26.89,-15.1,Infravalorada por score,0.16222939,13.08,0.030384,Infrapredicha por modelo
500,"C/ ARGENTERA, 23",Vallcarca i els Penitents,38.5,23.2,0.2407849519822341,38.12,-14.92,Infravalorada por score,0.11897751,1.1,0.121807,Infrapredicha por modelo
354,"RAMBLA DEL BRASIL, 5",Sants - Badal,48.63,47.15,0.3719494364655655,62.06,-14.91,Infravalorada por score,0.35993168,61.14,0.012018,Infrapredicha por modelo
69,"CARRER DE LA MARINA,25-33",la Vila Olímpica del Poblenou,46.96,43.46,0.3502478078536027,58.2,-14.74,Infravalorada por score,0.43654528,72.01,-0.086297,Sobrepredicha por modelo
608,"C/ PAMPLONA, 116 (xamfrà)",el Parc i la Llacuna del Poblenou,56.29,64.92,0.4908475619135518,79.56,-14.64,Infravalorada por score,0.48095778,80.11,0.00989,Infrapredicha por modelo
146,"C/ PERE IV, 488",Provençals del Poblenou,56.77,65.93,0.5014535466538353,80.48,-14.55,Infravalorada por score,0.6031083,95.76,-0.101655,Sobrepredicha por modelo
160,"AV.DEDUARD MARISTANY,1 /FORUM",el Besòs i el Maresme,56.26,64.64,0.4830776173285198,78.82,-14.18,Infravalorada por score,0.58455557,94.11,-0.101478,Sobrepredicha por modelo
77,"AV. FRANCESC CAMBÓ, 10","Sant Pere, Santa Caterina i la Ribera",64.36,79.93,0.6298741409929735,93.92,-13.99,Infravalorada por score,0.47414213,78.64,0.155732,Infrapredicha por modelo
4,"C/ RIBES, 13",el Fort Pienc,51.81,53.96,0.3995478660566617,67.59,-13.63,Infravalorada por score,0.4349004,71.82,-0.035353,Sobrepredicha por modelo
456,"C/ MÚRCIA, 1",el Clot,52.17,55.34,0.4082431437066189,68.88,-13.54,Infravalorada por score,0.38176113,64.64,0.026482,Infrapredicha por modelo
295,"C/ SANT ISCLE, 60",el Turó de la Peira,29.78,8.66,0.1783043746766144,22.1,-13.44,Infravalorada por score,0.1732645,16.94,0.00504,Infrapredicha por modelo
50,"AV. PARAL.LEL, 54",el Raval,56.04,64.27,0.4686526479750779,77.35,-13.08,Infravalorada por score,0.492462,81.4,-0.023809,Sobrepredicha por modelo
266,"C/ RIERA D'HORTA, 2",el Congrés i els Indians,34.22,15.29,0.205013056232421,28.36,-13.07,Infravalorada por score,0.2942678,48.99,-0.089255,Sobrepredicha por modelo
393,"C/ LLACUNA, 86",el Poblenou,66.49,84.16,0.6793761258725513,97.05,-12.89,Infravalorada por score,0.64945877,98.9,0.029917,Infrapredicha por modelo
462,"C/ PALAMÓS, 33",la Trinitat Nova,22.73,3.31,0.1594400695685782,16.02,-12.71,Infravalorada por score,0.25826657,41.07,-0.098827,Sobrepredicha por modelo
388,"C/ RIERA ALTA, 6",el Raval,50.37,50.74,0.3788036117381489,63.35,-12.61,Infravalorada por score,0.5114222,84.35,-0.132619,Sobrepredicha por modelo
154,"C/ PUJADES, 191",el Poblenou,66.7,84.71,0.675462623929698,96.69,-11.98,Infravalorada por score,0.5484203,90.24,0.127042,Infrapredicha por modelo
239,"C/ INDÚSTRIA, 329",Navas,50.44,51.01,0.3765888226767595,62.98,-11.97,Infravalorada por score,0.3162922,53.22,0.060297,Infrapredicha por modelo
373,"AV. PARAL.LEL, 132",Sant Antoni,59.29,70.07,0.5114973365994012,81.95,-11.88,Infravalorada por score,0.35070068,59.67,0.160797,Infrapredicha por modelo
380,"C/ DURAN I BAS, 2",el Barri Gòtic,60.41,72.74,0.5293145643041585,84.53,-11.79,Infravalorada por score,0.44667697,74.22,0.082638,Infrapredicha por modelo
153,"C/ PUJADES, 173/RBLA POBLE NOU",el Poblenou,61.22,74.77,0.546907400961826,86.56,-11.79,Infravalorada por score,0.6530971,99.26,-0.10619,Sobrepredicha por modelo
281,"C/ D'ESCORNALBOU, 51",el Guinardó,44.88,37.38,0.2925877885555305,48.99,-11.61,Infravalorada por score,0.23666592,37.02,0.055922,Infrapredicha por modelo
466,"C/ PABLO IGLESIAS, 21",la Prosperitat,27.0,7.0,0.1685416901514297,18.42,-11.42,Infravalorada por score,0.15843248,11.42,0.010109,Infrapredicha por modelo
286,"C/ BOLÍVIA, 76",el Parc i la Llacuna del Poblenou,57.5,67.03,0.4818270303634593,78.45,-11.42,Infravalorada por score,0.5469065,89.87,-0.065079,Sobrepredicha por modelo
434,"C/ ROGER, 24",Sants - Badal,47.82,45.3,0.3323961880626171,55.99,-10.69,Infravalorada por score,0.27104557,44.75,0.061351,Infrapredicha por modelo
477,"C/ AMILCAR, 78",la Font d'en Fargues,25.55,5.71,0.1603112975352723,16.39,-10.68,Infravalorada por score,0.16027078,12.34,4.1e-05,Infrapredicha por modelo
251,"C/ CARDENAL TEDESCHINI, 13",la Sagrera,42.65,32.41,0.2585872231262302,42.73,-10.32,Infravalorada por score,0.2675261,43.46,-0.008939,Sobrepredicha por modelo
283,"C/ FULTON, 1",Horta,45.29,38.86,0.2924259488681157,48.62,-9.76,Infravalorada por score,0.15718901,10.68,0.135237,Infrapredicha por modelo
301,"C/ MARIE CURIE, 8-14",la Guineueta,24.33,4.79,0.1521664747216797,14.18,-9.39,Infravalorada por score,0.16399457,14.0,-0.011828,Sobrepredicha por modelo
280,"C/ SANT ANTONI Mª CLARET, 290-296",el Guinardó,47.42,44.38,0.315645583784746,53.41,-9.03,Infravalorada por score,0.26297057,41.99,0.052675,Infrapredicha por modelo
242,"C/ RAMON ALBÓ, 1",el Congrés i els Indians,47.86,45.49,0.3213547490766155,54.51,-9.02,Infravalorada por score,0.23604923,36.83,0.085306,Infrapredicha por modelo
311,"C/ GALLEGO, 2",la Maternitat i Sant Ramon,38.96,24.49,0.2245440872344425,33.33,-8.84,Infravalorada por score,0.19912806,26.52,0.025416,Infrapredicha por modelo
489,"C/ JORGE MANRIQUE, 15",la Vall d'Hebron,18.9,1.47,0.134064017159055,10.13,-8.66,Infravalorada por score,0.074792154,0.0,0.059272,Infrapredicha por modelo
610,"C/ ÀVILA, 102",el Parc i la Llacuna del Poblenou,54.75,61.33,0.4105321202095395,69.43,-8.1,Infravalorada por score,0.5648637,92.08,-0.154332,Sobrepredicha por modelo
248,"C/ PALÈNCIA, 31",la Sagrera,46.89,43.09,0.3004958567395229,50.83,-7.74,Infravalorada por score,0.3752927,63.35,-0.074797,Sobrepredicha por modelo
461,"AV. RIO DE JANEIRO, 118",la Prosperitat,35.61,17.31,0.1858085250338295,24.86,-7.55,Infravalorada por score,0.2834419,47.15,-0.097633,Sobrepredicha por modelo
487,"C/ LISBOA, 128",el Carmel,20.18,1.84,0.1270562797667497,9.21,-7.37,Infravalorada por score,0.16779113,15.47,-0.040735,Sobrepredicha por modelo
501,"C/ ELISA, 1",el Putxet i el Farró,34.95,16.39,0.1804913783387805,23.02,-6.63,Infravalorada por score,0.13922307,4.6,0.041268,Infrapredicha por modelo
46,"C/ VILLENA, 1",la Vila Olímpica del Poblenou,41.73,30.29,0.2395022140784853,36.83,-6.54,Infravalorada por score,0.3910312,66.3,-0.151529,Sobrepredicha por modelo
445,"C/ VILAMARÍ, 2",Sant Antoni,56.79,66.21,0.4343353241679814,72.56,-6.35,Infravalorada por score,0.3354501,56.54,0.098885,Infrapredicha por modelo
324,"C/ REINA VICTORIA, 31",Sant Gervasi - Galvany,35.07,16.76,0.1799276937835924,22.65,-5.89,Infravalorada por score,0.15173475,8.84,0.028193,Infrapredicha por modelo
267,"PG. TORRAS I BAGES, 129",Sant Andreu,35.8,18.14,0.1807439433329565,23.2,-5.06,Infravalorada por score,0.33989015,57.09,-0.159146,Sobrepredicha por modelo
378,"PL. JOAQUIM XIRAU I PALAU, 1",el Barri Gòtic,66.33,83.79,0.5610003379520108,88.77,-4.98,Infravalorada por score,0.58936304,94.29,-0.028363,Sobrepredicha por modelo
313,"C/ FELIU DE CASANOVA, 1",Sants - Badal,51.32,52.3,0.336920587754848,56.91,-4.61,Infravalorada por score,0.37344563,62.8,-0.036525,Sobrepredicha por modelo
502,"AV. VALLCARCA, 11",Vallcarca i els Penitents,38.7,23.39,0.1982897258932651,27.62,-4.23,Infravalorada por score,0.21426195,30.02,-0.015972,Sobrepredicha por modelo
150,"C/ ESPRONCEDA, 124",el Poblenou,68.7,88.4,0.6060473396958819,92.27,-3.87,Infravalorada por score,0.5970377,95.21,0.00901,Infrapredicha por modelo
218,"C/ CONSELL DE CENT, 566",la Sagrada Família,50.92,51.93,0.3305780350159715,55.8,-3.87,Infravalorada por score,0.27363786,45.12,0.05694,Infrapredicha por modelo
235,"AV. PARAL.LEL, 98",Sant Antoni,60.02,71.64,0.4585410310699142,75.32,-3.68,Infravalorada por score,0.457372,75.87,0.001169,Infrapredicha por modelo
401,PLA DE PALAU,"Sant Pere, Santa Caterina i la Ribera",68.82,88.77,0.6063928611642833,92.45,-3.68,Infravalorada por score,0.63655233,98.16,-0.030159,Sobrepredicha por modelo
294,SEU DEL DISTRICTE (NOU BARRIS),la Guineueta,30.08,9.39,0.1491991512693405,12.89,-3.5,Infravalorada por score,0.15635058,10.5,-0.007151,Sobrepredicha por modelo
53,PL. CARLES PI I SUNYER,el Barri Gòtic,61.02,74.59,0.4723151304646127,77.9,-3.31,Infravalorada por score,0.50392735,83.06,-0.031612,Sobrepredicha por modelo
270,"CRTA. DE RIBES, 77 (TRINITAT VELLA)",la Trinitat Vella,28.55,7.92,0.1433244871730676,11.23,-3.31,Infravalorada por score,0.26330653,42.17,-0.119982,Sobrepredicha por modelo
36,"AV. DE LA CATEDRAL, 6",el Barri Gòtic,64.9,81.03,0.5259591622306921,83.98,-2.95,Infravalorada por score,0.49388403,81.58,0.032075,Infrapredicha por modelo
227,"C/ DEL TORRENT DE LES FLORS, 102",la Vila de Gràcia,42.87,32.97,0.2351901969628627,35.91,-2.94,Infravalorada por score,0.23239982,35.73,0.00279,Infrapredicha por modelo
463,"C/ PEDROSA, 24",la Trinitat Nova,23.48,3.68,0.1121649679124197,6.08,-2.4,Infravalorada por score,0.16928437,15.84,-0.057119,Sobrepredicha por modelo
474,"VIA FAVÈNCIA, 47",Canyelles,20.96,2.03,0.1041877981892633,4.42,-2.39,Infravalorada por score,0.260611,41.62,-0.156423,Sobrepredicha por modelo
213,"C/ SANTA FE DE NOU MÈXIC, 2",les Tres Torres,39.29,25.41,0.1926797278465448,27.26,-1.85,Infravalorada por score,0.18692386,23.02,0.005756,Infrapredicha por modelo
282,"PG. FONT D´EN- FARGAS, 1",la Font d'en Fargues,30.97,11.05,0.1479807112718505,12.71,-1.66,Infravalorada por score,0.17875603,19.34,-0.030775,Sobrepredicha por modelo
315,"C/ DEL GUINARDÓ, 32-38",el Camp de l'Arpa del Clot,52.16,55.06,0.3324659944790546,56.17,-1.11,Infravalorada por score,0.25682178,40.7,0.075644,Infrapredicha por modelo
273,"AV. MERIDIANA, 404",Sant Andreu,48.77,47.7,0.292386211782132,48.43,-0.73,Infravalorada por score,0.2570875,40.88,0.035299,Infrapredicha por modelo
460,"C/ MIREIA, 28",la Trinitat Vella,37.21,21.36,0.1782786731282166,21.92,-0.56,Infravalorada por score,0.25258502,39.78,-0.074306,Sobrepredicha por modelo
82,"C/ CALÀBRIA, 112",la Nova Esquerra de l'Eixample,60.22,71.82,0.4292361894024802,71.82,0.0,Sobrevalorada por score,0.28182906,46.41,0.147407,Infrapredicha por modelo
484,"C/ EDUARD TODA, 33 | C/ DOCTOR LETAMENDI",Horta,17.02,0.55,0.0754328442604618,0.55,0.0,Sobrevalorada por score,0.17698954,18.97,-0.101557,Sobrepredicha por modelo
149,"C/ PUJADES, 57B",el Parc i la Llacuna del Poblenou,63.86,78.27,0.4750079712698652,78.08,0.19,Sobrevalorada por score,0.5812706,93.74,-0.106263,Sobrepredicha por modelo
293,"C/ GRANOLLERS, 1",Horta,41.21,29.28,0.2048385565052231,28.18,1.1,Sobrevalorada por score,0.23219565,35.54,-0.027357,Sobrepredicha por modelo
421,"C/ VALLESPIR, 13",Sants,53.2,58.29,0.3372291737120956,57.09,1.2,Sobrevalorada por score,0.3499473,58.93,-0.012718,Sobrepredicha por modelo
498,"C/ ESTEVE TERRADAS, 42",Vallcarca i els Penitents,43.54,35.17,0.2268555537786307,33.89,1.28,Sobrevalorada por score,0.1131595,0.74,0.113696,Infrapredicha por modelo
43,"C/ CLOT, 1",el Clot,63.99,78.82,0.4695953708926071,77.53,1.29,Sobrevalorada por score,0.3923593,66.67,0.077236,Infrapredicha por modelo
85,"AV. PARAL·LEL, 146 BIS",Sant Antoni,64.82,80.85,0.4903209775491113,79.37,1.48,Sobrevalorada por score,0.37873733,63.9,0.111584,Infrapredicha por modelo
100,"C/ TARRAGONA,  159-173",Hostafrancs,45.7,40.15,0.2429705215419501,38.67,1.48,Sobrevalorada por score,0.32734278,54.7,-0.084372,Sobrepredicha por modelo
121,"C/ CASTILLEJOS, 258",la Sagrada Família,52.0,54.7,0.3097624141425515,53.22,1.48,Sobrevalorada por score,0.24555424,38.12,0.064208,Infrapredicha por modelo
488,"AV. CAN MARCET, 36",la Vall d'Hebron,32.62,13.44,0.1448737867321539,11.79,1.65,Sobrevalorada por score,0.09906486,0.18,0.045809,Infrapredicha por modelo
386,AV. PARAL.LEL 164,Sant Antoni,54.49,60.59,0.3587212212212212,58.93,1.66,Sobrevalorada por score,0.39523357,67.22,-0.036512,Sobrepredicha por modelo
115,"AV. MARQUÉS DE L'ARGENTERA,  3","Sant Pere, Santa Caterina i la Ribera",74.96,96.5,0.6300064495324089,94.11,2.39,Sobrevalorada por score,0.5613849,91.9,0.068622,Infrapredicha por modelo
