station_id,n_observations,bikes_available_mean,bikes_available_std,bikes_available_min,bikes_available_max,docks_available_mean,docks_available_std,docks_available_min,docks_available_max,mechanical_bikes_mean,ebikes_mean,bikes_ratio_capacity_mean,bikes_ratio_capacity_std,docks_ratio_capacity_mean,docks_ratio_capacity_std,pct_empty,pct_near_empty,pct_full,pct_near_full,capacity
153,8869,12.578870222121997,6.156965027070361,0,23,8.461382342992446,6.298595681671599,0,22,8.595670312323824,3.9831999097981736,0.546907400961826,0.26769413161175487,0.36788618882575846,0.2738519861596346,0.011951742022775961,0.051978802570752054,0.12538053895591386,0.2533543804262036,23
154,8876,21.614803965750337,7.3740467209840945,0,31,8.253943217665615,6.894681452874114,0,30,17.697836863452004,3.9169671022983326,0.675462623929698,0.23043896003075295,0.25793572555205047,0.21545879540231605,0.0018026137899954935,0.016110860748084724,0.06917530419107706,0.23659305993690852,32
155,8874,19.77755240027045,6.93208093001671,0,31,8.924160468785216,7.071991859446684,0,30,14.712869055668245,5.064683344602209,0.6180485125084516,0.21662752906302218,0.278880014649538,0.22099974560770888,0.000901510029299076,0.006986702727067838,0.018142889339643902,0.23281496506648636,32
156,8851,15.459044175799345,7.195980544043425,0,27,9.645124844650322,7.072252912504146,0,26,11.252287877076036,4.206756298723308,0.572557191696272,0.2665177979275347,0.3572268460981601,0.2619352930557082,0.0046322449440741155,0.03773584905660377,0.0894814145294317,0.20099423793921592,27
157,8809,22.814848450448405,8.735342061622216,4,33,9.656147122261324,8.744788701368211,0,29,18.958905664661142,3.855942785787263,0.691359043952982,0.2647073352006737,0.2926105188564037,0.26499359701115754,0.0,0.0,0.1317970257690998,0.35293449880803723,33
158,8876,16.600721045516,9.734173607351734,0,31,14.152208201892744,9.673191452140996,0,31,10.19862550698513,6.40209553853087,0.535507130500516,0.314005600237153,0.4565228452223466,0.31203843394003206,0.017462821090581344,0.07289319513294276,0.058922938260477696,0.1775574583145561,31
159,8862,24.484202211690363,7.1529573948992615,0,36,9.62480252764613,7.463800979754891,0,36,20.355111712931617,4.129090498758745,0.6801167281025101,0.19869326096942475,0.2673556257679481,0.20732780499319153,0.016926201760324982,0.01782893252087565,0.08248702324531708,0.2081922816519973,36
160,8864,15.941561371841155,10.131927504564885,0,33,15.672044223826715,10.054907548469368,0,33,7.1887409747292415,8.752820397111913,0.48307761732851984,0.30702810619893534,0.474910431025052,0.3046941681354353,0.017373646209386282,0.08303249097472924,0.09544223826714801,0.1756543321299639,33
161,8867,14.30235705424608,7.039785591870927,0,27,10.616104657719635,7.106225846154084,0,27,10.328747039584979,3.973610014661103,0.52971692793504,0.26073279969892355,0.3931890613970235,0.2631935498575588,0.004736664035186647,0.04082553287470396,0.08435773091237171,0.1770610127438818,27
162,8866,18.87897586284683,4.88162341471511,0,26,5.3427701330927135,5.365126488806649,0,27,14.84558989397699,4.0333859688698395,0.6992213282535863,0.18080086721167044,0.19788037529973013,0.1987083884743199,0.00011279043537108053,0.004849988720956463,0.14922174599593954,0.41112113692758856,27
